zip_code,landsqmi,watersqmi,cen10pop,lat,long
08043,11.49,0.15,29131,39.848539,-74.953498
08045,1.29,0,2909,39.867114,-75.029746
08046,7.35,0.26,31587,40.027949,-74.886984
08048,13.19,0.13,12495,39.958855,-74.802478
08049,1.25,0,5350,39.854391,-75.038544
08050,30.44,6.98,24285,39.713641,-74.231291
08051,3.76,0.02,10758,39.786549,-75.175825
08052,3.83,0,19172,39.952381,-74.994896
08053,29.28,0.42,45538,39.856677,-74.90081
08054,21.7,0.28,41864,39.948992,-74.900247
08055,40.08,1.14,27179,39.862559,-74.821488
08056,9.13,0.07,4736,39.783669,-75.255275
08057,15.22,0.23,21090,39.979658,-74.941308
08059,1.2,0.05,5612,39.884418,-75.092268
08060,22.19,0.32,24713,40.007737,-74.790088
08061,1.4,0.29,2672,39.798865,-75.205363
08062,30.58,0.14,15756,39.716068,-75.21924
08063,1.02,0.45,3102,39.867297,-75.185621
08064,1.27,0.02,311,39.962782,-74.640754
08065,1.87,0.72,7398,40.002615,-75.035273
08066,4.93,0.95,8437,39.834329,-75.228388
08067,19.14,0.92,1635,39.739885,-75.411655
08068,23.28,0.24,6727,39.961426,-74.665755
08069,16.84,0.84,13076,39.699258,-75.44518
08070,20.51,3.27,13059,39.619113,-75.512237
08071,3.3,0.05,9551,39.731894,-75.133534
08072,0.23,0.02,225,39.544308,-75.418704
08073,0.1,0,203,40.009542,-74.866779
08074,0.34,0,58,39.716166,-75.16344
08075,9.9,1.73,28894,40.029586,-74.948936
08077,8.16,0.82,18307,40.000162,-74.991632
08078,2.02,0.06,8385,39.851738,-75.074803
08079,91.04,8.99,10987,39.542408,-75.431684
08080,28.87,0.17,37433,39.758292,-75.11721
08081,26.72,0.26,50589,39.733564,-74.976771
08083,2.5,0.01,9455,39.841266,-75.028593
08084,1.55,0,7040,39.828957,-75.015458
08085,46.16,3.07,18737,39.761129,-75.32406
08086,7.32,1.58,7699,39.854682,-75.198687
08087,49.97,6.85,24104,39.596035,-74.380612
08088,138.07,1.82,24664,39.851467,-74.693412
08089,19.14,0.08,4253,39.7178,-74.826622
08090,2.56,0.04,8358,39.799077,-75.150692
08091,3.23,0.01,5357,39.807116,-74.924178
08092,23.08,2.91,3673,39.651575,-74.281121
08093,4.65,0.9,9741,39.864643,-75.137452
08094,52.72,0.96,39940,39.650587,-74.959293
08095,2.03,0.04,236,39.64818,-74.861065
08096,15.11,0.33,36116,39.826854,-75.126663
08097,1.38,0.01,3293,39.813376,-75.150617
08098,56.37,0.51,9090,39.639535,-75.329849
08102,0.95,0.36,7565,39.952558,-75.120999
08103,2.16,0.44,15190,39.935834,-75.113921
08104,3.1,0.45,23851,39.916435,-75.113179
08105,2.6,0.19,29077,39.951825,-75.091486
08106,1.64,0.03,9874,39.890992,-75.073329
08107,1.79,0.13,13675,39.907845,-75.083563
08108,2.73,0.11,18045,39.914668,-75.060862
08109,4.87,0.13,22407,39.951291,-75.050129
08110,6.41,1.54,19008,39.971893,-75.057876
08201,5.64,1.9,10007,39.423563,-74.493025
08202,6.24,4.34,1444,39.095265,-74.731414
08203,6.45,6.89,9454,39.425626,-74.392933
08204,20.27,3.37,18557,38.971087,-74.920979
08205,42.41,9.38,28626,39.482,-74.452637
08210,68.83,7.28,17167,39.121668,-74.834282
08212,0.83,0.83,294,38.933446,-74.953895
08215,115.85,3.58,13442,39.586506,-74.563656
08217,0.05,0,70,39.574192,-74.719915
08221,3.9,0.38,7092,39.343718,-74.57105
08223,12.94,2.77,4125,39.27875,-74.655703
08224,4.71,0.15,573,39.601878,-74.467363
08225,6.23,1.57,8659,39.362667,-74.530934
08226,6.33,6.5,11701,39.263596,-74.604605
08230,12.58,0.21,5599,39.209253,-74.718691
08232,5.91,2.14,19292,39.387525,-74.515196
08234,60.58,2.86,42532,39.388393,-74.620728
08240,1.57,0.09,2371,39.488059,-74.533973
08241,7.4,1.1,1103,39.534381,-74.476981
08242,5.05,0.05,3216,39.018576,-74.888905
08243,2.17,2.09,2114,39.151013,-74.696319
08244,5.77,3.07,10849,39.318968,-74.588458
08246,0.32,0,92,39.180965,-74.765806
08247,4.95,4.33,925,39.052267,-74.783628
08248,0.6,0.87,158,39.195657,-74.657187
08251,6.28,1.43,10364,39.027715,-74.929513
08260,15.87,8.95,13661,38.994915,-74.837453
08270,115.77,5.05,8492,39.271519,-74.785924
08302,143.07,4.73,46872,39.438613,-75.260646
08310,11.32,0.03,1670,39.531345,-74.896623
08311,27.56,1.35,2057,39.327866,-75.204035
08312,5.81,0.19,7875,39.663756,-75.077505
08314,13.08,0.18,2511,39.221854,-74.940368
08316,3.77,0.17,400,39.269532,-74.949689
08317,7.21,0.02,1344,39.400688,-74.829634
08318,79.67,1.04,12702,39.557728,-75.177717
08319,14.12,0.03,1253,39.370409,-74.810817
08320,0.42,0,1256,39.38508,-75.1606
08321,9.4,1.88,247,39.223596,-75.143169
08322,28.65,0.23,10524,39.610619,-75.048907
08323,17.84,1,804,39.396273,-75.367551
08324,8.51,0.16,526,39.214626,-74.996612
08326,3.45,0,1761,39.537672,-74.928273
08327,5.33,1.06,3070,39.25155,-74.962801
08328,2.1,0.15,1347,39.578361,-75.058737
08329,2.28,0.36,221,39.275985,-75.007658
08330,120.45,2.29,28167,39.481949,-74.737379
08332,106.15,3.94,36768,39.377041,-75.023374
08340,13.13,0.02,979,39.437245,-74.876499
08341,2.45,0,2239,39.525424,-74.95302
08343,33.27,0.18,5030,39.636316,-75.167607
08344,24.7,0.29,5847,39.561745,-74.986037
08345,20.27,2.29,805,39.277032,-75.165509
08346,3.79,0.01,843,39.564995,-74.854042
08348,1.45,0.11,275,39.309933,-74.971365
08349,40.87,2.92,2347,39.273865,-75.071307
08350,4,0.01,825,39.487876,-74.882019
08352,0.29,0,448,39.475732,-75.12798
08353,1.21,0,516,39.462259,-75.29252
08360,42.88,0.41,43355,39.495524,-75.008665
08361,30.34,0.21,17352,39.449369,-74.958827
08401,10.65,6.04,39554,39.377297,-74.451082
08402,1.42,1.21,6354,39.326385,-74.504473
08403,2.1,1.58,997,39.318681,-74.543485
08406,1.98,1.82,10650,39.34156,-74.480862
08501,27.08,0.46,6582,40.161709,-74.561983
08502,12.77,0.09,11317,40.448217,-74.653244
08505,21.05,0.78,17736,40.103026,-74.733455
08510,19.2,0.23,5231,40.191636,-74.41708
08511,2.58,0.02,826,40.042379,-74.557037
08512,21.26,0.23,10105,40.324357,-74.525526
08514,26.17,0.5,4477,40.134327,-74.491787
08515,21.12,0.19,4637,40.120242,-74.653491
08518,1.91,0.23,4986,40.115428,-74.802088
08520,17.63,0.12,27869,40.255265,-74.530078
08525,22.22,0.06,4767,40.397648,-74.779412
08527,85.26,1,54392,40.108585,-74.357579
08528,0.64,0.07,315,40.387098,-74.618927
08530,25.41,0.33,8071,40.370685,-74.908492
08533,18.67,0.2,6945,40.071031,-74.500141
08534,21.88,0.24,12929,40.329422,-74.792789
08535,17.78,0.45,5385,40.244304,-74.432096
08536,7.28,0.18,20073,40.332286,-74.581039
08540,51.92,1.01,47115,40.36301,-74.655321
08542,0.51,0,5189,40.352913,-74.660366
08550,18.62,0.58,19445,40.280155,-74.614673
08551,26.96,0.13,5532,40.441181,-74.844836
08553,0.62,0,682,40.400348,-74.638922
08554,1.06,0.16,3818,40.117217,-74.777844
08555,1.72,0.01,877,40.218286,-74.470792
08558,16.66,0.08,6629,40.413812,-74.703455
08559,39.98,0.83,4982,40.429224,-74.979065
08560,13.67,0.54,3656,40.31573,-74.857279
08561,1.17,0,226,40.249939,-74.57839
08562,17.04,0.11,5371,40.061957,-74.591878
08608,0.31,0.07,983,40.219297,-74.76777
08609,1.36,0.01,13546,40.225747,-74.740905
08610,7.6,0.34,30468,40.191174,-74.716603
08611,2.77,0.47,28038,40.183615,-74.740319
08618,6.06,0.36,38229,40.249347,-74.789973
08619,9.98,0.1,22723,40.2423,-74.696408
08620,8.93,0.19,14693,40.170048,-74.651278
08628,7,0.31,9054,40.264418,-74.827047
08629,0.8,0,12331,40.220669,-74.731201
08638,5.73,0.03,22832,40.254018,-74.763385
08640,21.4,0.2,7716,40.004416,-74.591269
08641,5.06,0.01,3553,40.020284,-74.590178
08648,16.72,0.18,32263,40.284308,-74.717976
08690,7.08,0.06,18567,40.224505,-74.660279
08691,26.01,0.36,15104,40.208885,-74.594069
08701,24.59,0.41,92843,40.077041,-74.200383
08720,1.4,0.06,843,40.135365,-74.09805
08721,15.47,4.6,20512,39.902752,-74.152844
08722,2.85,0,11045,39.928405,-74.202189
08723,12.07,3.78,31641,40.038584,-74.1116
08724,13.62,1.85,42352,40.086235,-74.11085
08730,1.76,0.62,4774,40.105062,-74.062754
08731,47.83,2.1,20009,39.86585,-74.263027
08732,0.54,0.3,1484,39.941792,-74.143814
08733,3.64,0.1,2752,40.023795,-74.320809
08734,5.72,1,7651,39.862755,-74.172064
08735,1.73,1.67,3114,39.982051,-74.070619
08736,4.62,1.42,12578,40.120018,-74.053257
08738,0.99,2.28,1042,40.022724,-74.05904
08740,0.44,0.29,2010,39.92767,-74.132429
08741,0.78,0.44,2488,39.937116,-74.166931
08742,5.6,1.76,24405,40.080784,-74.059125
08750,1.89,0.41,3528,40.132812,-74.041715
08751,1.31,1.76,4212,39.951907,-74.08815
08752,4.79,9.23,2074,39.8425,-74.093433
08753,23.08,4.46,63678,39.979031,-74.160429
08755,15.94,0.11,25302,40.00844,-74.221884
08757,25.74,0.3,33217,39.942397,-74.251072
08758,12.48,1.36,7043,39.790361,-74.223349
08759,64.61,0.77,33263,39.975912,-74.351495
08801,16.32,0.2,8551,40.622794,-74.886324
08802,23.99,0.13,4067,40.671028,-75.017983
08804,12.31,0.12,2771,40.646656,-75.095715
08805,2.83,0.05,12254,40.573874,-74.537507
08807,25.63,0.4,37972,40.592247,-74.619323
08808,0.04,0,86,40.73213,-75.04903
08809,6.42,2.21,6421,40.651832,-74.934206
08810,7.25,0.18,8401,40.368288,-74.491018
08812,5.29,0.01,14296,40.598731,-74.478793
08816,20.54,0.5,46298,40.429119,-74.416287
08817,10.68,0.2,44621,40.514658,-74.393104
08820,10.3,0.01,39590,40.576806,-74.36575
08821,0.3,0,354,40.520045,-74.685661
08822,63.71,0.31,30354,40.525122,-74.865273
08823,3.5,0.01,9016,40.43999,-74.569007
08824,3.88,0,12115,40.422086,-74.553237
08825,29.12,0.34,4707,40.514186,-75.02717
08826,20.73,0.07,5838,40.719257,-74.896762
08827,18.72,0.13,4629,40.668619,-74.968086
08828,0.85,0.06,2178,40.378025,-74.423066
08829,2.47,0.04,3725,40.66959,-74.890548
08830,3.18,0,18459,40.569551,-74.31488
08831,50.4,0.37,45620,40.319474,-74.428802
08832,1.45,0.21,2863,40.517201,-74.306784
08833,33.36,3.59,8796,40.645542,-74.816261
08835,2.36,0.09,10344,40.541269,-74.589273
08836,4.72,0.04,3845,40.596376,-74.55732
08837,9.06,0.7,15847,40.513105,-74.344075
08840,3.11,0,16558,40.543139,-74.358981
08844,55,0.49,38367,40.497692,-74.670505
08846,3.52,0.02,13635,40.574627,-74.498259
08848,33.32,0.71,8435,40.594266,-75.096659
08850,2.45,0.11,8281,40.447921,-74.439078
08852,14.07,0.08,17220,40.388277,-74.549623
08853,10.78,0.13,5247,40.529933,-74.742314
08854,18.83,0.19,55961,40.54564,-74.460817
08857,24.26,0.28,39898,40.392789,-74.330397
08858,2.74,0.03,144,40.682576,-74.737037
08859,4.51,0.09,21526,40.458848,-74.302768
08861,5.19,1.26,53099,40.520494,-74.272943
08863,2.53,0.13,12320,40.527688,-74.31623
08865,43.03,0.92,29840,40.708223,-75.147074
08867,29.19,0.09,5042,40.574254,-74.966157
08869,1.99,0.04,6881,40.572127,-74.646514
08872,8.95,1.21,18811,40.444335,-74.356884
08873,32.28,0.41,49921,40.496619,-74.532009
08876,15.2,0.18,22179,40.589554,-74.685411
08879,7.17,0.7,23537,40.465802,-74.2779
08880,0.66,0.1,4563,40.553947,-74.527455
08882,2.77,0.15,16008,40.445652,-74.378458
08884,2.27,0.2,8257,40.395687,-74.390089
08886,15.19,0.06,7077,40.687502,-75.101127
08887,0.72,0.01,1106,40.522219,-74.796339
08889,24.92,0.14,10063,40.609021,-74.754216
08890,0.18,0.05,17,40.539039,-74.575423
08901,6.33,0.64,55223,40.483638,-74.44246
08902,13.61,0.23,41153,40.43919,-74.484377
08904,1.81,0.01,13982,40.500794,-74.427911
10001,0.62,0,21102,40.750672,-73.997281
10002,0.88,0,81410,40.715762,-73.986258
10003,0.58,0,56024,40.731829,-73.989181
10004,0.56,0,3089,40.68863,-74.018244
10005,0.07,0,7135,40.705974,-74.008768
10006,0.09,0,3011,40.709614,-74.012954
10007,0.16,0,6988,40.713864,-74.007806
10009,0.62,0,61347,40.726408,-73.978636
10010,0.39,0,31834,40.739045,-73.982232
10011,0.66,0,50984,40.742002,-74.000594
10012,0.32,0,24090,40.725581,-73.998078
10013,0.55,0,27700,40.720107,-74.004928
10014,0.57,0,31959,40.733698,-74.007033
10016,0.53,0,54183,40.74522,-73.978294
10017,0.32,0,16575,40.752347,-73.972417
10018,0.32,0,5229,40.755329,-73.993127
10019,0.68,0,42870,40.765793,-73.987067
10020,0.03,0,0,40.758236,-73.978833
10021,0.39,0,43631,40.769159,-73.95863
10022,0.44,0,31924,40.758555,-73.967817
10023,0.49,0,60998,40.775921,-73.982607
10024,0.86,0,59283,40.798452,-73.974413
10025,0.75,0,94600,40.798601,-73.966623
10026,0.33,0,34003,40.80238,-73.952681
10027,0.87,0,59707,40.811819,-73.953224
10028,0.31,0,45141,40.776426,-73.953493
10029,0.83,0,76003,40.791698,-73.943876
10030,0.28,0,26999,40.818267,-73.942856
10031,0.65,0,56438,40.825294,-73.950056
10032,0.66,0,57331,40.838824,-73.942846
10033,0.6,0,53926,40.850538,-73.933863
10034,1.13,0,38908,40.86723,-73.924415
10035,1.4,0,33969,40.795652,-73.929731
10036,0.44,0,24711,40.75928,-73.989909
10037,0.26,0,17416,40.812984,-73.937285
10038,0.3,0,20300,40.70932,-74.002532
10039,0.46,0,24527,40.830856,-73.936069
10040,0.38,0,41905,40.858298,-73.93052
10044,0.24,0,11661,40.762051,-73.949933
10065,0.39,0,32270,40.764584,-73.963013
10069,0.1,0,5199,40.775978,-73.990528
10075,0.18,0,26121,40.773356,-73.956208
10103,0.01,0,3,40.76078,-73.97767
10110,0.01,0,0,40.754499,-73.982256
10111,0,0,0,40.759114,-73.977596
10112,0.01,0,0,40.759167,-73.979668
10115,0,0,0,40.810852,-73.963744
10119,0.02,0,92,40.75031,-73.992979
10128,0.47,0,60453,40.78143,-73.949942
10152,0,0,0,40.758404,-73.972031
10153,0,0,0,40.763622,-73.972439
10154,0,0,0,40.757779,-73.972487
10162,0.01,0,1685,40.769298,-73.949942
10165,0.01,0,2,40.752131,-73.978722
10167,0,0,0,40.754649,-73.974771
10168,0.01,0,0,40.751448,-73.977103
10169,0,0,0,40.754391,-73.976098
10170,0.01,0,2,40.752625,-73.975877
10171,0,0,0,40.755899,-73.973858
10172,0,0,0,40.755273,-73.974315
10173,0,0,2,40.754131,-73.979364
10174,0.01,0,0,40.751441,-73.975003
10177,0,0,0,40.755139,-73.975934
10199,0.03,0,9,40.751393,-73.997229
10271,0,0,0,40.708236,-74.010541
10278,0.01,0,0,40.715182,-74.003778
10279,0,0,0,40.712626,-74.008669
10280,0.14,0,7853,40.708778,-74.016808
10282,0.09,0,4783,40.716651,-74.015375
10301,3.66,0.01,39706,40.627456,-74.094407
10302,1.19,0,19088,40.630688,-74.137776
10303,3.14,0.03,26337,40.629885,-74.17413
10304,3.87,0.01,42193,40.607994,-74.092859
10305,4.25,0.02,41749,40.596691,-74.074866
10306,7.47,0.06,55909,40.571768,-74.12595
10307,1.96,0.01,14096,40.508321,-74.237137
10308,1.97,0,27357,40.551884,-74.147646
10309,6.72,0.04,32519,40.531515,-74.220971
10310,1.8,0,24962,40.632649,-74.116148
10311,0.05,0,0,40.605241,-74.179503
10312,7.68,0.14,59304,40.545394,-74.180914
10314,13.71,0.64,85510,40.599263,-74.165748
10451,1.01,0,45713,40.820479,-73.925084
10452,0.98,0,75371,40.83739,-73.923429
10453,0.92,0,78309,40.852779,-73.912332
10454,1.04,0,37337,40.805518,-73.91659
10455,0.71,0,39665,40.81471,-73.908592
10456,1.02,0,86547,40.829881,-73.90812
10457,1.06,0,70496,40.84715,-73.898678
10458,1.01,0,79492,40.862545,-73.888145
10459,0.82,0,47308,40.825875,-73.892971
10460,1.32,0,57311,40.841764,-73.879569
10461,2.4,0,50502,40.847434,-73.840554
10462,1.48,0,75784,40.84328,-73.860389
10463,1.45,0.13,67970,40.880678,-73.90654
10464,3.5,0.09,4534,40.867787,-73.79992
10465,3.43,0,42230,40.823277,-73.825602
10466,2.02,0,67813,40.890964,-73.846239
10467,2.33,0,97060,40.869953,-73.865696
10468,1.08,0.02,76103,40.868966,-73.899944
10469,2.48,0,66631,40.86857,-73.848218
10470,1.42,0,15293,40.889527,-73.87266
10471,2.58,0.01,22922,40.898814,-73.90331
10472,1.05,0,66358,40.829556,-73.869359
10473,2.18,0.01,58519,40.81869,-73.858474
10474,1.53,0,12281,40.810614,-73.884411
10475,1.72,0.1,40931,40.875259,-73.823817
10501,1.4,0,1219,41.295608,-73.75849
10502,2.12,0,5487,41.011602,-73.841433
10503,0.01,0,108,41.026556,-73.87531
10504,16.28,1.93,7987,41.128468,-73.707521
10505,0.65,0,851,41.34209,-73.745449
10506,16.35,0.23,5790,41.190889,-73.638479
10507,7.31,0.05,6408,41.227896,-73.686048
10509,36.1,3.34,19507,41.410855,-73.59434
10510,9.92,0.12,9988,41.138997,-73.834891
10511,1.47,0.06,2246,41.265428,-73.943192
10512,54.56,5.74,25590,41.444202,-73.714235
10514,12.82,0.13,11946,41.17233,-73.768948
10516,31.51,0.62,5289,41.4621,-73.875002
10517,0.33,0,539,41.298243,-73.861993
10518,3.45,0.05,1268,41.26616,-73.588251
10519,0.74,0.03,316,41.352345,-73.652662
10520,13.76,1.3,12810,41.226478,-73.867787
10522,2.43,0,10875,41.01031,-73.863746
10523,3.61,0,7444,41.059341,-73.819457
10524,20.8,0.32,4421,41.375242,-73.926122
10526,3.29,0.53,1809,41.291114,-73.670532
10527,2.44,0.01,908,41.321182,-73.769879
10528,3.83,0,12280,40.974752,-73.725777
10530,3.83,0.01,12604,41.023712,-73.81281
10532,1.87,0,4931,41.099278,-73.800327
10533,3.56,0.05,7322,41.036927,-73.854864
10535,0.45,0.06,555,41.335169,-73.793919
10536,25.63,2.2,10739,41.269098,-73.688694
10537,1.08,0.1,2416,41.33974,-73.882349
10538,3.59,0.05,16597,40.938637,-73.755906
10541,24.89,1.65,26339,41.378544,-73.754447
10543,4.09,0.18,20135,40.952693,-73.736041
10545,0.13,0,141,41.178591,-73.83545
10546,1.12,0,1277,41.197237,-73.800418
10547,5.07,0.2,7647,41.313334,-73.846039
10548,2.34,0.11,3487,41.245697,-73.932977
10549,19.19,0.64,16638,41.200584,-73.723465
10550,1.99,0.01,37144,40.905448,-73.835253
10552,1.66,0,19786,40.92446,-73.826115
10553,0.69,0,10170,40.908584,-73.821652
10560,20.85,1.36,4737,41.340527,-73.597609
10562,13.78,0.55,31796,41.19448,-73.825254
10566,4.37,0.23,23570,41.28947,-73.917823
10567,22.14,0.45,19929,41.289545,-73.89703
10570,6.52,0.07,12680,41.130067,-73.78667
10573,5.48,0.1,38352,41.015857,-73.677404
10576,22.5,0.83,5116,41.221576,-73.572332
10577,6.72,0.03,6552,41.038271,-73.711743
10578,1.58,0.17,681,41.320276,-73.678991
10579,32.77,1.4,8675,41.394225,-73.83866
10580,8.48,0.41,17208,40.978942,-73.69332
10583,12.36,0.04,38982,40.988682,-73.789203
10588,2,0.03,2282,41.336622,-73.820007
10589,8,0.51,8475,41.328436,-73.702858
10590,13.5,0.52,6767,41.255441,-73.539322
10591,9.89,0.23,22540,41.090097,-73.841014
10594,2.5,0,5117,41.113425,-73.774292
10595,5.97,0.91,8195,41.085897,-73.782645
10596,0.62,0.06,1729,41.256258,-73.959177
10597,3.34,0.25,968,41.293021,-73.596568
10598,26.49,2.92,28647,41.288224,-73.792203
10601,0.63,0,11376,41.032932,-73.765071
10603,3.29,0,17045,41.0544,-73.779287
10604,6.81,1.25,11250,41.062079,-73.74338
10605,5.08,0.01,18126,41.010525,-73.745125
10606,1.51,0,16499,41.020573,-73.775846
10607,2.22,0.01,6824,41.039089,-73.811368
10701,4.22,0,63393,40.94542,-73.880471
10703,1.76,0,20301,40.959829,-73.880302
10704,2.67,0.14,30165,40.919729,-73.862651
10705,2.21,0.02,38777,40.919705,-73.889928
10706,2.89,0,8679,40.989821,-73.867552
10707,1.3,0,10097,40.960533,-73.822732
10708,3.08,0,21225,40.938267,-73.829922
10709,1.36,0.09,9292,40.954635,-73.808184
10710,4.58,0.26,25120,40.967157,-73.846339
10801,3.42,0.02,40827,40.91757,-73.784858
10803,2.19,0.01,12435,40.900458,-73.807138
10804,4.33,0.12,14146,40.946841,-73.788051
10805,1.73,0.02,18414,40.897721,-73.779258
10901,18,0.08,23465,41.140772,-74.104976
10910,2.08,0.04,21,41.28157,-74.137958
10911,1.04,0.02,2,41.319158,-74.008159
10913,4.13,0.11,5532,41.068258,-73.954975
10914,2.44,0.02,414,41.417717,-74.200026
10915,0.14,0,119,41.545359,-74.359321
10916,20.2,0.09,4540,41.442463,-74.250674
10917,3.72,0.03,1968,41.319525,-74.117641
10918,32.92,0.44,11647,41.344192,-74.262177
10919,4.12,0.02,1040,41.525959,-74.387618
10920,4.18,0.97,8554,41.156213,-73.937748
10921,8.11,0.02,4135,41.332062,-74.363412
10922,2.27,0.07,1559,41.33276,-73.996452
10923,1.97,0.04,8732,41.202564,-74.000621
10924,38.34,0.25,13120,41.381005,-74.352471
10925,3.89,1.66,4539,41.198181,-74.314758
10926,5.18,0.4,3203,41.301401,-74.122701
10927,1.97,0.08,11910,41.191052,-73.967562
10928,5.44,0.07,4175,41.34897,-73.998495
10930,13.88,0.17,8958,41.361675,-74.113297
10931,6.41,0.04,1023,41.148792,-74.162522
10932,0.15,0,60,41.48216,-74.464285
10933,1.09,0.01,473,41.367984,-74.512968
10940,64.89,1.07,48418,41.446544,-74.478741
10941,32.03,0.2,13779,41.487318,-74.344437
10950,36.4,1.47,47226,41.317089,-74.201961
10952,9.13,0.02,38917,41.111118,-74.07854
10953,1.1,0.01,252,41.404964,-74.077432
10954,6.88,0,23045,41.099029,-74.012296
10956,16.17,0.36,31521,41.157191,-73.993415
10958,22.87,0.14,3291,41.371913,-74.432479
10960,4.19,0,15093,41.092068,-73.924648
10962,5.86,0.28,5950,41.050066,-73.958585
10963,12.67,0.13,4298,41.463529,-74.543423
10964,2.47,0,1472,41.016204,-73.914304
10965,5.25,0.19,14791,41.061561,-74.007832
10968,0.58,0,2353,41.036334,-73.921633
10969,11.22,0.01,1267,41.294796,-74.487978
10970,13.77,0.33,9993,41.179603,-74.099794
10973,8.39,0.13,2126,41.380516,-74.480462
10974,9.32,0.76,3152,41.168058,-74.178013
10975,5.88,0.12,281,41.267079,-74.172263
10976,1.15,0,2258,41.02296,-73.928488
10977,11.1,0.02,59048,41.11892,-74.048158
10979,0.15,0,234,41.18283,-74.314921
10980,24.38,0.63,13383,41.238902,-74.050013
10983,2.04,0.01,5532,41.031088,-73.947703
10984,1.6,0.01,2842,41.202903,-74.022265
10985,0.26,0,58,41.583519,-74.373188
10986,10.8,0.17,1974,41.285235,-73.99871
10987,37.12,1.65,3395,41.186928,-74.23735
10988,3.15,0,896,41.302081,-74.548556
10989,4.93,0.65,9293,41.122955,-73.93803
10990,60.87,1.1,20631,41.267448,-74.364011
10992,11.09,0.03,9621,41.426161,-74.164346
10993,1.16,0.03,4769,41.209896,-73.973842
10994,6.11,0.38,7085,41.098072,-73.972649
10996,3.24,0.05,6756,41.393699,-73.972174
10998,18.65,0.14,3122,41.324048,-74.541192
11001,2.23,0.01,26883,40.723317,-73.704949
11003,4.14,0.04,41356,40.699176,-73.706166
11004,0.95,0,14016,40.746198,-73.711469
11005,0.18,0,1806,40.756578,-73.714178
11010,2.38,0,23821,40.700587,-73.675018
11020,1.96,0.05,5914,40.771442,-73.714819
11021,2.34,0.04,17729,40.784319,-73.731488
11023,1.66,0.13,9027,40.7987,-73.733702
11024,3.52,0.6,8002,40.81609,-73.741415
11030,6.67,0.12,17962,40.793409,-73.688549
11040,4.78,0.03,40782,40.745347,-73.680292
11042,0.59,0,520,40.758538,-73.697224
11050,9.99,1.93,30171,40.839895,-73.693128
11096,1.22,0.47,8344,40.621346,-73.75699
11101,2.62,0.12,25484,40.74713,-73.939736
11102,0.81,0,34133,40.772884,-73.926295
11103,0.71,0,38780,40.762574,-73.913447
11104,0.39,0,27232,40.744617,-73.920214
11105,1.63,0,36688,40.778877,-73.906768
11106,0.86,0.01,38875,40.762211,-73.931528
11109,0.04,0.01,3523,40.745115,-73.956928
11201,1.42,0.01,51128,40.693682,-73.989693
11203,2.15,0,76174,40.649591,-73.934371
11204,1.59,0,78134,40.618779,-73.984826
11205,0.95,0,40366,40.694698,-73.966301
11206,1.43,0,81677,40.701954,-73.942358
11207,2.67,0,93386,40.670747,-73.894209
11208,3.46,0,94469,40.669689,-73.871371
11209,2.16,0,68853,40.621982,-74.030323
11210,1.64,0,62008,40.628147,-73.946324
11211,2.3,0.07,90117,40.712597,-73.953098
11212,1.54,0,84500,40.662937,-73.913029
11213,1.09,0,63767,40.671078,-73.936336
11214,2.18,0,88630,40.599148,-73.99609
11215,2.18,0.02,63488,40.662688,-73.98674
11216,0.94,0,54316,40.680768,-73.949316
11217,0.75,0,35881,40.682306,-73.978099
11218,1.43,0,75220,40.643476,-73.976043
11219,1.48,0,92221,40.632666,-73.996669
11220,1.79,0,99598,40.641221,-74.016863
11221,1.38,0,78895,40.69134,-73.927879
11222,1.52,0.08,36934,40.72779,-73.947605
11223,2.07,0,78731,40.597139,-73.973428
11224,1.54,0.04,47621,40.577372,-73.988706
11225,0.88,0,56829,40.663046,-73.954219
11226,1.29,0,101572,40.646448,-73.956649
11228,1.47,0,41788,40.616695,-74.013047
11229,2.17,0.05,80018,40.601293,-73.944493
11230,1.84,0,86408,40.622164,-73.965105
11231,1.42,0.03,33336,40.677916,-74.005154
11232,1.28,0,28265,40.656528,-74.00733
11233,1.35,0,67053,40.678308,-73.919936
11234,7.55,0.83,87757,40.60508,-73.911721
11235,2.25,0.19,79132,40.583949,-73.949096
11236,3.6,0.03,93877,40.639413,-73.900664
11237,0.98,0.02,49896,40.70416,-73.921139
11238,1.11,0,49262,40.679171,-73.963804
11239,0.57,0.01,13393,40.647735,-73.879477
11351,0,0,0,40.780747,-73.825301
11354,2.17,0.03,54878,40.768208,-73.827403
11355,1.74,0,85871,40.751475,-73.821031
11356,1.57,0,23438,40.78485,-73.841279
11357,2.8,0,39150,40.786395,-73.810862
11358,1.95,0,37546,40.760471,-73.796371
11359,0.25,0,0,40.791786,-73.776867
11360,1.43,0,18884,40.780294,-73.781205
11361,1.76,0.02,28606,40.764191,-73.772775
11362,2.52,0.04,17823,40.756574,-73.737845
11363,0.87,0,6988,40.772616,-73.746526
11364,2.47,0,34555,40.745296,-73.760607
11365,2.5,0.02,42252,40.739634,-73.79449
11366,1.09,0,13532,40.728152,-73.785019
11367,2.38,0.19,41047,40.730145,-73.82703
11368,2.63,0.04,109931,40.749407,-73.85278
11369,1.07,0,38615,40.763336,-73.872443
11370,1.42,0,39688,40.76537,-73.893242
11371,1,0,0,40.773836,-73.873399
11372,0.74,0,66636,40.75169,-73.883638
11373,1.53,0,100820,40.738825,-73.878508
11374,0.93,0,43600,40.726388,-73.861509
