ZIP_Code,zip5_HH,HO_ins,Veh_ins,health_ins,pl_pension,life_ins,end_ann,vac_home,airline,funeral,hoeql_int,mortg_int
00501,0,,,,,,,,,,,
01001,6873,403.8,1096.3,2519.5,7170,376.8,353.8,333.4,469.4,79.3,57.1,3756.6
01002,9671,342,1012.1,2188.8,7125.9,343.9,323,315.9,533.6,65.7,44.8,3309.4
01003,0,,,,,,,,,,,
01004,0,,,,,,,,,,,
01005,1766,443.3,1151.9,2632.2,8319.2,422.4,396.2,394,548.1,77.2,64.6,4324.6
01007,5703,436.7,1138.6,2585.2,8340.6,420.1,394.4,391,559.7,72.9,64.2,4428.9
01008,649,455.6,1172,2696.2,8173.1,424.4,398.5,387.1,521,77,68.4,4441.9
01009,282,397.1,1088.1,2483.8,6988.9,371.7,348.7,330.1,455.4,75.4,53.7,3608.1
01010,1374,458.8,1158.1,2678.3,8689.3,442.9,415.5,420.2,586.4,78.2,66.4,4546.4
01011,370,435.9,1137.6,2630.6,7541.5,401.7,377.2,358.5,480.6,77.4,64.5,4165
01012,318,442.9,1143.7,2636.5,7583.5,404.2,379.6,361,485.2,77.5,65.3,4257.3
01013,9512,329,999,2229.5,5582.5,307.9,289.5,251,353,71,43.6,2889.1
01014,0,,,,,,,,,,,
01020,13273,371.6,1053.1,2399.1,6336.5,344.6,323.8,293.4,407.3,76.7,50.8,3298.3
01021,0,,,,,,,,,,,
01022,1084,399.4,1091,2494,6588.3,360.3,338.8,304.8,410,79.9,56.8,3607.5
01026,448,411.1,1092.7,2523,6883.7,375.8,353,331.2,440.5,79.4,58.4,3808.7
01027,7982,388.3,1079.4,2452.8,6944.8,364.2,342.1,320,450.8,74.7,55.3,3643.9
01028,5658,457.9,1163.2,2705.2,8760.8,441,413.5,419,605,82.4,64.5,4487.7
01029,308,436.7,1134.8,2643.8,7288.3,396.3,372,352.5,475.2,81.4,58.4,3903
01030,4595,429,1132.2,2599.2,8022.1,411.8,386.8,378.1,529.4,75.4,63.1,4200
01031,590,401.2,1091,2500.1,7452.5,387.9,363.9,356.5,503.1,77,53.9,3725.9
01032,105,443.3,1151.1,2654,7696.9,407.7,383.2,363.5,491.2,75.9,64.4,4248.4
01033,2313,444.1,1149.3,2653.2,8069.8,416.7,391.4,378.4,525.8,75.9,66.1,4369.1
01034,614,450,1163,2679.6,8115.7,422.6,396.7,386.9,525.3,78.2,65.5,4317.2
01035,2228,412.5,1112.7,2541.6,7818.2,396.4,372.2,365.2,532.8,79.9,57.7,3841.4
01036,1766,473.7,1188.9,2767.1,8963.5,456.3,428.1,433.9,607.5,80.8,67.6,4637.1
01037,276,440.8,1135.7,2625,8265.5,425.4,399,402.8,562.2,80,60.9,4225.6
01038,1169,403.2,1081.8,2524.8,6967,378.1,355.2,338.6,464.9,81.8,54.1,3592.9
01039,698,408.4,1094.5,2515.3,7338.3,386.2,362.2,352.4,488.7,79.4,57.1,3825.8
01040,15779,309.2,963.8,2145.1,5277.6,294.3,276.7,239.4,339.1,69.6,40.4,2746.9
01041,0,,,,,,,,,,,
01050,888,415.2,1105.4,2538.6,7214.8,385.1,361.6,339.3,456,73.1,62.7,4100.2
01053,708,432.7,1138.1,2611.3,7807.8,405.9,381.1,371.4,513.1,79.6,62.2,4068.2
01054,917,438,1144.8,2605.6,8345.9,422.3,396.4,398.5,562.6,78.7,62.7,4167.2
01056,8118,419.9,1119.6,2591.4,7402.5,392.4,368.5,351.1,484.8,79.4,58.2,3832.4
01057,3399,431.6,1132,2594.5,7848,408.7,383.7,372.6,512.3,75,63.7,4218.9
01059,0,,,,,,,,,,,
01060,6780,338.2,1016.2,2228.9,6578.8,331.6,311.2,295.2,446.7,70,45.3,3093.1
01061,0,,,,,,,,,,,
01062,4424,412.9,1106.7,2519.3,7668.3,394.6,370.5,361.9,515.2,77.4,58.6,3937.7
01063,0,,,,,,,,,,,
01066,0,,,,,,,,,,,
01068,689,473.5,1185.4,2734.2,8974.6,452.8,424.8,430.9,593,77,70,4699.8
01069,3438,379.7,1063.8,2422.8,6627.3,354.6,333.1,307,426.8,74.1,53.5,3531.8
01070,192,426.7,1111.7,2575,7198.1,392.3,368.5,350.2,468.4,80,59.6,3995.3
01071,600,438.6,1147.7,2621.9,7920.5,411.3,386.1,374.5,512.5,74,64.3,4268
01072,701,445,1151.5,2620.2,8344.7,424.5,398.5,398.6,551.3,77.7,65.2,4328.9
01073,2293,457.5,1161.9,2691.1,8476.5,436.3,409.6,408.5,562.7,77.9,67,4492.9
01074,0,,,,,,,,,,,
01075,6707,414.6,1110.9,2555.1,7426.9,388.2,364.3,346.6,489.5,79.2,58.6,3864.4
01077,3864,441.5,1147.4,2639.1,8273.2,421.5,395.4,392,552.8,78.2,62.7,4307.4
01079,0,,,,,,,,,,,
01080,1050,372.4,1045.9,2396.9,6070.1,337.5,317.2,284.3,386.4,75.8,50.1,3274.3
01081,736,432.7,1131.1,2600.2,7695,404.6,380.1,364.9,497.4,74.8,63.5,4192.9
01082,4171,385.1,1064.9,2435.6,6669.5,359.2,337.3,313.5,435.2,75.7,53.3,3554
01083,0,,,,,,,,,,,
01084,68,442.6,1142.8,2635.6,7544.8,403.1,378.6,359.3,482.1,77.6,65.2,4246
01085,16044,395.5,1084.3,2472.9,7205.2,376.8,353.8,338.2,478.8,74.9,54.8,3727.5
01088,297,411.5,1090.4,2523.5,7342.6,391,367.1,360.1,494.3,82.5,54.6,3672.2
01089,12360,367.6,1050.1,2366.2,6668,349.9,328.8,305.7,447,73.2,50.1,3392
01090,0,,,,,,,,,,,
01092,369,390.4,1096.1,2448.8,7452.1,375.8,352.1,343.5,494.6,73.3,54.3,3612.9
01093,0,,,,,,,,,,,
01094,0,,,,,,,,,,,
01095,5453,467.8,1175.3,2722.6,9174.7,458.9,430.4,444.9,640.3,83.1,64.7,4581.1
01096,837,441.8,1143.2,2641.7,7824.7,411.3,386.1,375.6,510.7,79.3,63,4189.6
01098,449,446.5,1139,2665.2,7609.1,411.6,386.5,371.8,494.9,80.4,64.7,4228.4
01101,0,,,,,,,,,,,
01103,1500,227.8,844.1,1772.5,3735.5,226.5,213.7,163.8,234.2,64,25.5,1780.5
01104,8892,303.5,951.6,2089.8,4729.4,281.9,265.9,210.9,287.5,69.2,39.3,2696.6
01105,5611,214.3,831.8,1685.4,3484.7,216,204.3,146.8,207.1,59.6,23.6,1709.3
01106,5929,486.3,1196.7,2789.5,9942.1,482.8,452.6,483.1,733.4,85,65.3,4846.8
01107,3991,254.7,884.8,1908.8,4170.4,249.3,235.3,185.5,257.8,64.2,31.1,2200.2
01108,9844,299.1,963.6,2034.7,5363.1,292.1,275.6,228.1,342.1,61.6,39.8,2842
01109,9704,263.6,920.5,1782,4176.6,262.5,249.5,166,215.2,59.9,33,2416.6
01111,0,,,,,,,,,,,
01116,0,,,,,,,,,,,
01118,5798,395.9,1085.9,2406.4,6818.4,366.5,345.1,307,434.1,72.2,56,3864.9
01119,4981,348.2,1021.3,2192.9,5653.8,324.5,306.4,249.1,338.1,70.5,46.6,3234.9
01128,1071,416.9,1119.6,2487.4,7325.4,391.5,368.8,332.6,457.9,73.6,61.1,4101.6
01129,2889,392.4,1080.8,2378.9,6691.3,366.1,345.1,301.3,415.7,72.5,55.7,3825
01138,0,,,,,,,,,,,
01139,0,,,,,,,,,,,
01144,0,,,,,,,,,,,
01151,3554,297.6,950.2,2029.2,4976.1,283.5,267.3,216.5,306.6,63.9,37.8,2691.8
01152,0,,,,,,,,,,,
01199,0,,,,,,,,,,,
01201,20605,360.8,1028.5,2343.5,5978.2,332.2,312.2,278.9,385.2,76.6,48.4,3236
01202,0,,,,,,,,,,,
01220,3847,357.4,1019.4,2368.8,5623.5,323.2,303.7,267,360.5,79.5,46.4,3063.8
01222,153,422.5,1107.5,2579.8,7136.5,386.6,363.3,342,455.6,78.8,60.7,3978.8
01223,1165,435.8,1118.7,2618.3,7203.2,396.7,372.5,351.5,466.3,79.7,61.7,4120.7
01224,49,439.2,1130.9,2624,7728.6,411,385.9,374.7,512.7,78.1,61.4,4210.7
01225,1337,419.7,1097,2568.9,6828.3,379.7,356.6,332.7,447,80.1,56.4,3814.7
01226,2553,394,1072.2,2491.5,6544.6,359.7,337.6,309.2,424.8,78.9,54.5,3635.1
01227,0,,,,,,,,,,,
01229,179,419.7,1102.4,2607.5,7081.5,390.3,366.6,352.9,468,88.6,56.8,3672.6
01230,3343,398.1,1080.5,2498.3,7156.1,380.7,357.3,346.5,482.1,82.5,53.7,3603.3
01235,1124,429.3,1125,2610,7226.7,391.8,368.2,343.3,459.4,77.1,62.2,4047.4
01236,748,401.4,1077.3,2518.9,6850,375.6,352.5,336.8,457.4,82.8,53.9,3602.7
01237,872,435,1125.9,2614.7,7666.8,407.7,382.7,371.8,508.1,79.1,60.7,4120.6
01238,2512,390.6,1074.6,2492.1,6800.4,366.6,344.1,323.7,450.7,80.6,53.4,3528.4
01240,2268,381,1047.9,2493.6,6236.3,349.6,327.9,304.8,420.4,92.6,47.8,3141.9
01242,166,457.6,1157,2700.6,8740.9,445.1,417.2,429.6,606.2,84.7,64.7,4374.6
01243,92,447.9,1140.4,2671.4,7624,412.9,387.7,373.2,496.4,80.6,64.8,4238.9
01245,395,428.9,1107.2,2628.4,7101.1,397.2,373.3,357.4,469.9,87.2,57.2,3813.5
01247,6740,345.3,1002.6,2307.8,5460.7,313.7,294.7,256.5,348.5,76.9,45.2,2979
01252,0,,,,,,,,,,,
01253,302,451.9,1150.2,2685.3,8122.5,429.2,402.5,398.9,552.9,80.9,61.3,4285.1
01254,420,476.8,1183.6,2794.6,8901.3,460.5,431.6,445.1,616,89.6,63,4342.5
01255,381,436.8,1125.4,2650.8,7199.2,398.7,374.3,352.1,471.2,82.1,60.6,4054.1
01256,304,428.4,1108.3,2587.9,6821.4,383.2,360.2,330.9,433.7,79.4,61,3977.9
01257,1069,415,1095.4,2567.9,7125.1,387.7,364,348.2,470.1,83.7,57,3771
01258,385,428,1108.1,2641.9,6936.9,391.3,367.6,346.8,456.6,88.5,57.6,3723.4
01259,296,443.9,1136.7,2677,7681.2,414.2,389.1,374,506.1,82.2,63.1,4234
01260,0,,,,,,,,,,,
01262,361,344.3,998.7,2347.9,5509,320.4,301.2,273.7,363.8,87.4,42.6,2706.9
01264,56,476.6,1188.6,2828.4,8639.3,459.4,431,438.8,592.9,93,62.1,4166.5
01266,641,441.1,1136.9,2673.3,7853.8,417.4,391.6,389,533.2,88.3,59.3,3910.2
01267,2684,424.5,1114.8,2599.9,7868.8,408.6,383.4,383.9,547.3,86.7,55.5,3776.8
01270,286,458.5,1166.1,2692.8,8290.6,431.7,405.7,399.8,542.1,77.7,67.8,4478.9
01301,8225,354.9,1030.6,2339.9,6012.2,326.7,306.7,274.5,383.4,76.6,48.4,3149.1
01302,0,,,,,,,,,,,
01330,654,432.1,1130.7,2610.4,7731.3,405.5,380.5,375.3,509.8,83,60.1,3879.4
01331,4574,391.9,1074,2462.3,6612.1,358.3,336.6,307.6,420.1,75.3,56,3670.1
01337,931,428.4,1111.1,2615.9,6950.4,386.1,362.8,338.2,446.7,81.9,59.9,3919.1
01338,127,440.9,1133.6,2638.3,7879.1,413.8,388.5,382,519.9,82,62.4,4059.8
01339,588,417.3,1100.4,2574.1,6886.2,379.5,356.5,333.2,448.1,82.6,57.3,3689.5
01340,673,423.8,1110.8,2585.3,7047,384.9,361.5,340.4,459.3,81.6,57.7,3790.4
01341,759,449.5,1154.3,2657.3,8190.9,422.5,396.5,393.4,536.9,79.7,64.9,4258.5
01342,450,437.9,1152,2655.8,8380.4,423.5,397.4,398.6,560.7,81,61.7,4106.4
01343,94,422.4,1098.3,2573.4,6501.2,370.7,348.7,311.9,412.2,78,57.8,3866.6
01344,726,408.2,1090.5,2523.6,6676.8,367,344.7,315.2,422.8,78,58.5,3795.9
01346,115,421.7,1100.9,2574.6,6852.6,380.1,356.9,334.5,445,82.9,57.9,3762.8
01347,152,401.7,1083.7,2493.9,6632.9,360.9,339,307.4,415.8,75.9,57.6,3729.2
01349,327,384.9,1067.7,2418.2,6576.9,349.8,329.2,297.4,410.6,71.7,56.6,3683.1
01350,25,400.2,1073.4,2513.3,6293.7,357.9,336.2,304.8,404.3,81.9,53.6,3428.1
01351,898,401.9,1085.5,2501.9,6770.3,365.9,343.4,318.4,431.1,78.3,56.8,3640.4
01354,546,433.7,1133.4,2630,7658.3,403.5,378.9,367.2,500.2,81.9,62.2,4016.2
01355,314,430.1,1126.2,2584.9,7425.2,393.5,369.9,348.1,473.6,75,63.7,4169.9
01360,1194,425,1122.9,2597,7524.5,395.5,371.3,356.5,488.4,80.1,60.9,3964.4
01364,3180,372.5,1040.1,2411.9,5865.2,334.5,314.2,277.1,372,78.4,51,3322.4
01366,494,437.2,1129.8,2627.1,7764.6,409.9,384.9,376.1,514.9,80.4,61.1,4117.7
01367,235,400.2,1073.9,2514.1,6310.5,358.2,336.6,305.3,405.6,81.9,53.6,3430.4
01368,533,424.8,1118.8,2578.5,7416,393.2,369.3,350.1,475.3,75.3,62.7,4097
01370,1757,396.4,1081.2,2503.3,6931.3,371.3,348.6,331.4,455.6,82.1,54.7,3509.7
01373,2203,413.2,1107.9,2547.7,7368.4,385.7,362,347,487.7,79,57.2,3780.3
01375,1670,343.7,1030.7,2199.2,7014.4,338.8,317.9,305.8,491.8,63.9,47.2,3263.7
01376,2322,337.4,999.1,2280.7,5560.5,311.1,291.9,258.6,358.3,78.1,44.2,2878.7
01378,301,429.2,1117.4,2595.8,7073.6,385.5,362,338,447.9,79.7,61.6,3949.7
01379,322,413.9,1088.8,2510.8,6793.8,375.4,352.8,329.4,433.5,78.9,59.5,3770.7
01380,47,416,1094.7,2523.1,6922.7,378.6,355.8,334.2,444.2,79.1,59.4,3781.9
01420,15184,349.9,1024.4,2289.4,6253.4,332.9,312.9,282.4,408.2,69.9,48.5,3306.5
01430,1981,461.4,1170.7,2671.9,8883.8,444.2,416.7,419.4,585.9,73.2,69.7,4769
01431,1108,466.1,1179.4,2701.9,8719.3,441.2,414,412.7,574.3,73.6,69.6,4771.1
01432,3179,386.6,1080.4,2398.9,7718.2,382.7,359.3,348.9,536.1,70,54.5,3883.2
01434,145,414.7,1119.4,2499.9,8724.8,418.2,392.8,396.8,618.1,69.6,62.1,4360.8
01436,1163,418.7,1121.4,2568.5,7580.4,393.6,369.3,350.8,483.5,75.1,62.4,4076.5
01438,0,,,,,,,,,,,
01440,8667,359,1040.8,2356.4,6318,338.2,317.5,289.3,410.3,74.1,49.2,3268.9
01441,0,,,,,,,,,,,
01450,3573,493.9,1221,2762.8,10962.9,508.6,476.4,523.9,794.1,75,70.8,5329.8
01451,1873,524.3,1255,2870.3,11883.1,549.5,514.6,583.5,888.1,81.5,72,5498.9
01452,1573,463.7,1178.3,2691.6,8782.1,442.4,415.1,414.7,577,72.5,70.3,4798.5
01453,17230,370.1,1063.8,2371.8,6952.9,359,337.4,314.6,455.8,71.7,51.7,3526.7
01460,3483,474.7,1186.7,2711.7,10026.2,477.6,447.8,478.4,728.3,76.3,67.5,4978.4
01462,3918,462.7,1173.3,2702.7,8854.7,445.9,418.5,423.3,599.3,78.2,67.5,4595.5
01463,4430,458.6,1179.3,2668.5,9403.6,455.5,427.1,442.8,643.4,72.9,67.9,4766.8
01464,2523,416.2,1119.3,2532.4,8048.5,404.1,379.7,371.7,547.3,72.5,60.6,4208
01468,1662,437.2,1131.9,2605.2,7884.8,410.2,385.4,371.7,510.1,72.8,65.7,4365.7
01469,2530,454.3,1177,2658.8,8981,441.8,414.5,417.9,595.7,71.4,69.5,4735.1
01471,0,,,,,,,,,,,
01472,0,,,,,,,,,,,
01473,2803,454.3,1173.5,2679.2,8590.4,433.9,407.2,403.1,556.9,74.5,69.4,4560.1
01474,860,466.8,1184.1,2691.4,9188.3,454.3,425.8,434.9,620.6,72.7,69.1,4881.1
01475,3883,401.5,1098.4,2490.4,7343.5,380.1,356.9,337,471.5,71.6,59.3,3960.9
01501,6411,437.3,1136.8,2624.8,8089.4,414.6,389,382.9,543.6,80,62.6,4229.4
01503,1151,477,1200,2764.3,9694,473.5,444,466.1,678.5,81.7,66.4,4679
01504,3402,417,1132.9,2543.3,8172.2,406.4,381.2,375.6,537.9,71,61,4156.9
01505,1457,475.5,1200.7,2728.2,10040.2,478.3,448.6,478.1,719.9,77.8,66.4,4851.3
01506,1393,421.9,1116.6,2597.9,7168.4,388.9,365.1,342.5,459.7,78.9,59.2,3846.6
01507,4811,460.8,1180.7,2672.2,9387.8,455.7,427.3,441,635.4,72.5,69.2,4804.4
01509,0,,,,,,,,,,,
01510,5930,377.8,1077.6,2400,7330.2,370.3,347.7,332.4,480.9,71.5,54.6,3610.4
01515,710,444,1149.8,2649.1,8102.1,419.3,393.2,384.6,537.8,76.6,63.7,4321.8
01516,3025,448.3,1163.5,2627.8,8921.9,438.3,411.1,413.8,593.2,69.2,68.5,4750.9
01518,1370,425.4,1123.2,2553.3,8532,420.6,394.6,402.3,591,75.7,60,4301.2
01519,2597,461.1,1173,2650,9941.1,468.3,439.1,466.6,726.2,72.4,66.4,4938.7
01520,5020,481.9,1201.4,2758.5,9826.7,476.3,446.7,467.5,691.2,78.8,69.6,4935.8
01521,984,449.3,1156.6,2634.8,8238.1,422.3,396.4,385.9,530.7,72.6,69,4612.8
01522,1258,459.9,1177.2,2672.6,9106.6,447.8,420,427,619.6,72.8,67,4751.6
01523,2200,437.6,1146.1,2597.8,8602,430.9,404.7,404.3,585.6,74.7,62.4,4373.8
01524,2651,430.4,1133.9,2592.2,8166.9,415,389.3,385.1,550.8,76.4,61.9,4249.9
01526,0,,,,,,,,,,,
01527,5195,424.7,1134.7,2580.3,8195,412.2,386.8,382,551,75.6,61.2,4150.7
01529,1141,437.4,1153.2,2591,8420.1,418,392,382.3,548.3,67,67.4,4647.8
01531,353,454.7,1169.8,2671.4,8730.3,439.4,412.1,415.7,577.6,76.3,66.3,4481
01532,5415,470.4,1184.8,2700.4,10159.4,474.4,445.1,474,765.6,73.6,67.3,5072.3
01534,2284,428.4,1136.9,2575.1,8364.2,417.1,391.2,389.2,558.8,72.8,63.6,4339.2
01535,2032,399.1,1086.3,2490.6,7023.5,372.1,349.4,327.8,451.2,75,57.1,3820.6
01536,2925,444.6,1155.9,2606.8,9121.5,439.3,412.2,422.9,642.7,72.9,64.7,4623.8
01537,997,416.3,1122.5,2525.6,7904.4,398.5,374.1,363,520.2,73.5,61.9,4106.4
01538,0,,,,,,,,,,,
01540,4254,417.9,1111.3,2534.4,7785.8,400.2,375.6,366.1,517.1,73.4,60.6,4176.2
01541,1288,503,1233.2,2824,10452.3,505.1,473.5,510.5,732.8,80,72.9,5137.5
01542,703,428.3,1138.7,2582,7990.8,411.2,386,373,524.9,73.4,61.5,4223.2
01543,2897,454.5,1170.3,2648.5,9191.2,448,420.3,428.3,623.7,70.9,68.4,4801.9
01545,13739,431.4,1135.4,2576.1,9426.9,432.2,405.9,419.3,744.2,69.5,60.9,4738.4
01546,0,,,,,,,,,,,
01550,7216,342.8,1024.5,2299.6,6144.2,328.3,308.4,278.3,395.1,71.2,47.8,3140.9
01560,1997,389.5,1088.5,2413.1,8442,391,367.1,366.4,642.4,62.3,55.8,4289.6
01561,285,395.4,1094.6,2458.9,7545.5,389.1,366,346.8,490.1,72.6,57.2,3833.4
01562,5058,396.8,1089.5,2485.2,7389,383.2,359.5,348.4,489.5,75.2,55.6,3779.6
01564,2885,487.6,1217.5,2775.8,10143,489.1,458.5,487.3,700.6,77.7,70.8,4990.5
01566,2461,453.8,1163.2,2669.4,8839.3,440.5,413,420.8,610.3,78.1,63.4,4505.8
01568,2791,469.6,1184.9,2683,10145.6,479.1,448.8,483.1,728,74.7,66.5,4969
01569,5309,442.8,1155.8,2625.3,8744.8,432.9,406,409.4,585.3,73.6,65.9,4514.7
01570,7456,365,1050,2369.8,6598.8,349,327.7,304.6,431,73.6,50.2,3335.2
01571,4235,424.9,1136.5,2577.1,8076.9,407.8,382.8,374.6,529.4,73.6,62.2,4163.9
01581,7424,426.7,1139.4,2555.6,10044.4,443.4,416.2,444.3,825.1,67.4,59.3,4770
01583,2437,445.9,1158.9,2666.8,8461.3,429,402.4,402.9,571.5,81.4,62.6,4256.6
01585,2194,419.1,1114.2,2572.1,7486.7,395.5,371.5,356.6,490.6,78.1,59.6,3930.5
01586,0,,,,,,,,,,,
01588,4156,404.6,1109.5,2501.9,7869.7,394.8,370.3,362.8,523.5,72,58.8,4013.5
01590,3070,506.7,1241.8,2820,10928.4,515.8,483.3,526.6,771.3,76.7,73.6,5310.7
01601,0,,,,,,,,,,,
01602,9048,390.2,1087.3,2425.4,7461,380.3,357.4,337.9,501.7,73.1,55.3,3819.9
01603,7838,311.4,977.2,2127.1,5656.3,301.8,284.4,241.5,380.2,64,42,3011.4
01604,14923,327.7,1012.4,2190.2,6243,322.3,303.4,268.5,415,66.1,44.6,3105
01605,10533,302.3,967.6,2073.3,5649.3,300.9,283.4,244.7,372,66.4,39.3,2807.2
01606,8394,377.1,1073,2356.8,7086.8,363,341.2,315.6,464.2,70.1,53.4,3683.3
01607,3596,306.9,979.6,2078.4,5599.8,301.2,284,237.7,355.9,63.3,41,2889.3
01608,1575,242.4,876.6,1838.6,4361.4,245.6,231.6,187.6,283.5,60.1,28.8,2085.9
01609,7604,304.2,956.8,2076.2,5686.6,301.7,283.6,254.5,391,67.4,38.3,2766.6
01610,7538,256.2,901.2,1893.8,4643.6,255,240.5,193.2,306,57.8,31.5,2305.4
01611,759,422,1140.3,2557.3,8008.3,405.1,380.5,363.3,527.8,70.3,62.6,4214.9
01612,1470,493.5,1215.2,2806.3,9904.2,485.7,455.6,477.3,685.8,80.8,72.1,4965.5
01613,329,219.7,859.5,1702.4,4126.5,221.1,208.5,155.9,262.4,53.1,26.2,1868.8
01614,0,,,,,,,,,,,
01653,0,,,,,,,,,,,
01701,12932,448.7,1159.7,2633.3,9312,448,420.7,432,679.9,75.5,63.5,4648.8
01702,14416,319.9,1005.1,2167.1,6692.5,326.4,306.8,284.1,475.8,62.5,43.1,3142.8
01703,0,,,,,,,,,,,
01704,0,,,,,,,,,,,
01718,0,,,,,,,,,,,
01719,1959,463.9,1178.7,2644,10823.6,477.8,448.2,490.8,891.8,67,64.3,5314.4
01720,8261,462.5,1171.6,2647.8,10983.1,481.6,451.9,496.7,924.1,67.9,63.8,5342.6
01721,6462,458.1,1169,2632.8,9909.6,461.3,433,454.1,743.4,70.3,66.7,5096.5
01730,5217,460.3,1179.7,2684.7,10319.2,475.5,445.8,483.1,808.3,78.5,60,4756.4
01731,523,329.9,1079.3,2209.9,8181,362.2,340.6,324.3,548.4,46.4,48.7,3614.4
01740,1642,513.2,1239.1,2814,11438.4,531.3,497.5,555.4,846.5,76.2,70.9,5533.8
01741,1560,530.6,1258.6,2889.1,12312.9,557.3,522,597.8,979.3,80,70.2,5770
01742,6542,491.6,1215,2800.4,11016.5,512.9,480.1,537.9,837.4,88,63.3,4884.6
01745,178,441.2,1132.5,2616,9048.2,441.4,414,431.7,665.9,78.8,59.9,4447.6
01746,4956,488.3,1208.2,2757.9,10408.6,494.5,463.5,498.1,748.5,76.2,70,5171.2
01747,2207,456.4,1176.3,2678.6,9501.5,456.5,427.8,447,658.1,78.2,66.8,4705.6
01748,5414,503.1,1232.2,2764.6,11371.4,518.8,486,535.9,839,70.8,73,5660
01749,7992,426.3,1129.4,2570.3,8394.8,417.2,391.5,391.2,578.9,74.2,60.7,4260.2
01752,16545,392.1,1094.5,2433.8,8172.8,393.6,369.4,367.3,580.5,68.5,55.2,3992.6
01754,4512,428.2,1134.7,2562.1,8744.4,425.5,399.2,405.7,602.1,73.2,63.3,4408.6
01756,1972,483.1,1208.5,2757.4,9890.4,479.1,449.1,469.8,677.6,74.1,72.1,5107.8
01757,11384,397.4,1097.8,2469.3,7756,389.2,365.4,356.1,525.6,71.9,56.2,3914.2
01760,13853,438.4,1147.5,2589.1,9520.1,444.8,417.3,437.3,708,73.1,61.9,4631.6
01770,1424,528.5,1261.6,2885,11899.4,548.8,513.7,582.4,897.6,82.2,70.7,5561.5
01772,3363,505,1230.5,2796,11554,524.4,491.3,546.3,897.3,74.3,69.4,5576.9
01773,2132,506.5,1235.8,2843.1,11456.3,529,495.4,557,887.7,86.6,65.5,5084.3
01775,2584,495.5,1220.2,2790.2,10640.2,502.9,471.2,512.1,778.7,78.7,68.1,5173.2
01776,6208,537.8,1276.5,2895.2,12740.9,569.3,533,612.3,994.7,77.6,72.3,5972.5
01778,5190,499.3,1214.1,2806.3,11077.1,510.6,478.7,528.9,876.9,80.8,66.7,5307.8
01784,0,,,,,,,,,,,
01801,16531,402.2,1108.4,2489.8,8258.8,400.6,376.2,372.5,592.6,72.4,56.3,4018.7
01803,9679,436.6,1142.9,2608.5,9477.3,441.9,415,430.7,744.4,73.4,59.8,4597.2
01805,0,,,,,,,,,,,
01810,11668,475,1192.1,2709.8,10816.3,492,461.4,506,857.8,74.6,64.6,5182
01812,0,,,,,,,,,,,
01821,11518,455.8,1172,2664.7,9381,451,423.3,431.7,666.1,71.1,68.2,4851.6
01822,0,,,,,,,,,,,
01824,9795,473,1180.7,2723.5,9947.9,472.4,443.1,469.4,751.4,77.3,65.8,4948.6
01826,11236,431.4,1138.7,2577.8,8307.9,414.4,389.1,380.7,561.9,71.5,63.9,4439.6
01827,889,497,1222.7,2781.9,10707.9,502.7,471.2,509,781.3,73.1,70.9,5357.5
01830,10423,370.9,1059,2372.6,6990,360.3,338.3,319.5,458.4,72.1,52.8,3573.7
01831,0,,,,,,,,,,,
01832,8794,375.7,1070.8,2369.2,7134.8,363.4,341.4,320.5,465.7,68,54.6,3753.7
01833,2743,478,1207.8,2736.1,10162.4,484.7,454.3,482.1,703.3,74.2,71,5057.9
01834,2346,474.2,1195.1,2752.9,9583.3,469.7,440.5,457.7,654.3,78.7,69.9,4834.4
01835,5494,410.2,1123.6,2502.4,8087.3,401.2,376.7,366.9,530.3,69.1,62.4,4197.3
01840,2326,234.2,857.7,1879.8,3958.4,239.4,225.7,180,257.9,68.6,26.2,1822.5
01841,14757,281.7,943.5,2028.6,5032,277.6,261.6,216.7,313.5,60.8,37.2,2634.3
01842,0,,,,,,,,,,,
01843,8942,310.2,981,2131.8,5806.1,305,287.2,251.1,384.2,62.6,42,2981
01844,18278,407.2,1105.3,2500.1,7827.4,395.3,371.2,361,532.2,73,58.3,4072.8
01845,10605,450.7,1166.4,2633,9871.8,460.4,431.7,458.9,733.7,74.2,63.5,4777.4
01850,5761,336.9,1028,2206.2,6669.2,331.7,312.1,280.2,448.4,60.4,48,3450.4
01851,10371,323.5,990.3,2162.3,6980.2,321.9,303.7,277.1,576,52.7,44.6,3733.7
01852,14294,342.2,1021.5,2244.3,6720.6,337.1,317,292.8,473,65.6,46.7,3389.1
01853,0,,,,,,,,,,,
01854,9993,321.3,986.6,2160.7,6391.8,316.5,297.9,270.2,470,60.7,44.2,3305.2
01860,2487,448,1163.8,2663.2,8550.6,431.5,404.9,404,566.5,76.6,65.9,4459.4
01862,3244,450.6,1169.6,2653,9129.9,441.4,414.5,417.4,632.2,70,68.3,4790.7
01863,4125,432.8,1129.9,2578.7,8871.6,425.9,399.8,408.3,658.8,74.6,61.2,4489.2
01864,5720,471.8,1190.4,2700.1,9982.4,473.8,444.3,469.9,705.7,73.8,69.3,4975
01865,0,,,,,,,,,,,
01866,0,,,,,,,,,,,
01867,9437,467,1188.5,2701.9,10053.5,472.7,443.2,472,727.3,76.4,66.6,4871.1
01876,11266,466,1178.2,2705.6,9260.1,455.1,426.9,437.8,645.4,76.6,68,4797.7
