ZIP_Code,zip5_pop,zip5_HH,pop_growth,hh_avg_size,hh_med_age,med_rent,med_value,med_vehicles,med_income,avg_income,percap_income,pop_med_age,income_200k,high_inc_avg
00501,0,0,,,,,,,,,,,,
01001,16284,6873,0.79,2.27,55.4,666.07,211969,2.1,71275,82532,35600,46.9,4.12,259019
01002,38415,9671,1.08,2.47,46.2,950.02,319807,2,69770,92101,36883,34.3,11.14,301331
01003,0,0,,,,,,,,,,,,
01004,0,0,,,,,,,,,,,,
01005,4771,1766,1.99,2.64,54,759.21,221168,2.4,86757,96397,36362,41.4,8.37,238050
01007,14813,5703,1.12,2.6,52.8,901.36,252676,2.4,84926,98184,37696,42.3,8.29,278617
01008,1637,649,2.08,2.53,55,746.34,255603,2.6,84404,90595,35612,46.3,5.06,221390
01009,711,282,2.01,2.53,52.3,805,224717,2.3,55355,79275,32367,41.7,8.2,236838
01010,3504,1374,1.92,2.53,54.3,839.95,258610,2.2,87715,103373,40732,45.5,8.62,279664
01011,892,370,2.26,2.42,55.1,585.4,218988,2.5,73908,82521,34192,47,3.81,233951
01012,769,318,0.37,2.42,55.4,850.63,255209,2.3,70859,82207,34032,47.1,5.02,220273
01013,23089,9512,1.05,2.36,50.5,657.49,178507,1.8,50523,60674,25721,37.6,1.84,259996
01014,0,0,,,,,,,,,,,,
01020,30004,13273,0.94,2.26,54.2,685.42,186955,2,60979,70560,31267,43.4,2.71,228731
01021,0,0,,,,,,,,,,,,
01022,2722,1084,1.22,2.04,57,1036.28,149831,1.9,70325,73644,36379,39.8,1.75,238783
01026,984,448,1.2,2.22,55.9,615.85,263061,2.4,62829,84068,37621,48.4,5.1,424160
01027,18117,7982,0.72,2.26,53.2,761.6,235065,2.2,69523,79656,34964,44,4.37,280251
01028,15241,5658,0.75,2.61,56.2,656.18,285293,2.4,93261,107626,40712,46.1,12.73,274820
01029,700,308,-0.12,2.27,56.3,1035,310663,2.4,71656,80344,35354,49.6,9.8,213341
01030,11941,4595,1.34,2.58,54.1,502.99,247694,2.3,84563,94239,36032,43.8,6.45,299144
01031,1631,590,1.17,2.55,53.9,529.19,229961,2.4,70057,93824,35578,39.9,10.57,319467
01032,267,105,1.8,2.54,54.8,883.37,247211,2.3,76298,90187,35768,46.5,5.38,325532
01033,6109,2313,1.14,2.64,54.2,744.03,236057,2.3,82069,88989,33992,44.4,3.18,237471
01034,1581,614,0.73,2.54,55.2,816.8,290152,2.6,81836,91154,35902,46.7,7.56,222694
01035,7484,2228,1.81,2.42,56.6,865.23,328958,2.4,88194,101510,41216,46.4,6.13,291434
01036,4764,1766,1.66,2.65,56.4,759.91,270387,2.7,93191,106490,39710,47.9,11.28,250373
01037,785,276,1.27,2.55,55.5,342,241839,2.4,79403,99181,36608,41.2,12.8,263918
01038,2736,1169,1.36,2.24,56.7,701.49,302359,2.2,61528,83216,36952,48.7,6.23,361179
01039,1522,698,1.98,2.18,55.5,617.7,279437,2.3,67672,95622,43796,48.6,9.01,372729
01040,40961,15779,1,2.51,50.7,629.54,169918,1.6,45775,57421,23536,37.3,2.56,309618
01041,0,0,,,,,,,,,,,,
01050,2235,888,-0.5,2.51,53,478.77,216836,2.3,69537,80104,31965,43.5,4.41,286646
01053,1782,708,2.04,2.35,56.5,777.33,274256,2.3,78970,88519,35190,50.7,6.45,223761
01054,2239,917,0.5,2.41,55.9,894.53,304782,2.4,86643,103914,43003,47.4,11.02,278910
01056,21389,8118,1.38,2.46,54.9,747.05,225902,2.3,75111,85568,34090,43.9,5.58,282561
01057,8862,3399,1.87,2.57,53.7,546.41,237042,2.4,77058,92774,35874,43.9,6.18,300933
01059,0,0,,,,,,,,,,,,
01060,15931,6780,1.08,2.02,49.2,891.36,301065,1.8,61857,80073,38264,38.6,8.06,278317
01061,0,0,,,,,,,,,,,,
01062,10986,4424,0.91,2.31,55.4,754.21,263395,2.1,73492,103342,43802,47.1,9.03,396190
01063,0,0,,,,,,,,,,,,
01066,0,0,,,,,,,,,,,,
01068,1944,689,3.29,2.76,53.9,589.41,265678,2.6,96420,100137,36337,44.2,7.27,225217
01069,8314,3438,1.09,2.39,52.5,628.39,197164,2.2,60771,74534,31259,42.9,3.75,315297
01070,458,192,0.13,2.41,56.6,594.39,236485,2.4,66178,80535,34020,48.3,6.85,257896
01071,1613,600,2.52,2.68,53,752.31,227651,2.6,76766,87390,32823,42.3,5.81,226984
01072,1742,701,0.82,2.48,55.9,868.26,274943,2.4,83418,106362,43338,47,9.96,329131
01073,5985,2293,1.26,2.6,55.1,972.15,290733,2.6,87386,102327,39449,45.6,7.88,315039
01074,0,0,,,,,,,,,,,,
01075,17836,6707,0.74,2.29,55.3,732.57,246632,2.1,73079,90671,38725,45.4,6.24,324547
01077,9853,3864,1.58,2.55,54.3,796.51,242597,2.4,86615,96363,37758,44.4,9.89,237313
01079,0,0,,,,,,,,,,,,
01080,2482,1050,1.18,2.35,52.7,634.22,171913,1.9,54840,65663,27850,42.1,2,339535
01081,1837,736,1.89,2.49,53.8,587.24,221616,2.5,72957,92229,36872,43.8,4.61,406837
01082,10114,4171,1.14,2.41,53.2,608.38,192275,2.1,61178,77113,31862,41.9,5.37,281584
01083,0,0,,,,,,,,,,,,
01084,164,68,0.33,2.41,55.5,850,254478,2.3,70040,81498,33836,47.2,4.9,217862
01085,42964,16044,1.52,2.48,52.9,731.42,218521,2.1,69833,83856,33095,41.3,7.32,254682
01088,660,297,1.95,2.2,56.5,786.44,298255,2.2,66350,82011,36892,49.2,8.98,225275
01089,28979,12360,1.49,2.33,52.2,796.53,195639,2,65490,76156,32695,41.2,5.15,259976
01090,0,0,,,,,,,,,,,,
01092,957,369,3.17,2.58,51.5,831,231491,2,70340,89872,34895,38.4,11.3,248058
01093,0,0,,,,,,,,,,,,
01094,0,0,,,,,,,,,,,,
01095,14564,5453,1.55,2.63,56.7,831.94,278722,2.5,103175,121096,45563,47.2,16.34,301592
01096,2038,837,1.76,2.42,55.8,741.01,255179,2.3,76988,92024,38592,47.9,8.12,282181
01098,1037,449,1.98,2.29,56.7,634.99,235454,2.4,72674,84648,37142,50.3,5.4,266410
01101,0,0,,,,,,,,,,,,
01103,2810,1500,0.53,1.85,48.5,647.37,106971,1.1,25730,36279,18848,36.4,1.09,82246
01104,23691,8892,1.43,2.63,51.8,576.76,135747,1.5,40853,49102,18807,36.4,1.03,222469
01105,13654,5611,1.03,2.3,46.1,548.78,156255,1.1,24970,34998,15768,30.9,1.22,139354
01106,16110,5929,1.29,2.63,57.9,880.89,339170,2.4,113854,149516,55320,46.6,23.45,347529
01107,11345,3991,1.02,2.83,49,502.05,131629,1.2,30081,40829,14914,30.2,1.2,221435
01108,26965,9844,1.03,2.74,48.2,753.33,159585,1.6,49882,60563,23449,33.2,2.91,187229
01109,30147,9704,1.07,2.84,50.5,718.31,131787,1.7,42337,53628,19051,31.6,1.55,205299
01111,0,0,,,,,,,,,,,,
01116,0,0,,,,,,,,,,,,
01118,14292,5798,0.75,2.44,52.7,586.67,161340,2,67108,79700,32837,40.6,4.63,252131
01119,14146,4981,1.44,2.52,52.6,808.48,135180,1.9,55773,66127,25979,34.2,2.23,221096
01128,2705,1071,0.37,2.5,54.5,685.67,181492,2.3,77473,84632,33995,43.2,3.3,239512
01129,7051,2889,1.4,2.42,54.1,807.36,161412,2.1,68723,77864,32270,41.9,4.3,257048
01138,0,0,,,,,,,,,,,,
01139,0,0,,,,,,,,,,,,
01144,0,0,,,,,,,,,,,,
01151,9187,3554,0.71,2.58,47.5,671.81,151766,1.7,41421,55507,21543,32.8,3.72,239637
01152,0,0,,,,,,,,,,,,
01199,0,0,,,,,,,,,,,,
01201,46850,20605,-1.65,2.21,53.9,709.99,177057,1.8,54472,68721,30453,43.2,3.64,256138
01202,0,0,,,,,,,,,,,,
01220,8401,3847,-1.54,2.16,54.9,558.15,153378,1.9,47234,60836,28021,44.9,1.92,318301
01222,374,153,-2.74,2.43,55.3,770.73,287951,2.2,66882,76733,31434,46.7,1.85,204254
01223,2746,1165,-0.09,2.37,55.7,591.79,226041,2.3,63149,85799,36191,48.2,6.09,349699
01224,122,49,-2.32,2.48,54.4,1027.3,223953,2.3,68683,97071,39538,47.1,10.42,329554
01225,3072,1337,-1.35,2.3,54.8,531.93,198351,2.2,57393,77882,33862,47.2,6.16,303884
01226,6215,2553,-1.34,2.4,55.4,676.45,207288,2.2,57847,72986,30463,45.4,3.62,237147
01227,0,0,,,,,,,,,,,,
01229,392,179,-3.07,2.11,60.1,835,355762,1.8,63687,78957,37369,54.9,9.4,207017
01230,8000,3343,-0.98,2.18,57.4,817.91,359652,2,66693,88182,39534,48.5,10.36,285238
01235,2667,1124,-2.06,2.39,54.9,627.37,230492,2.3,69642,82335,34569,47.1,3.73,325898
01236,1751,748,-1.13,2.28,56.9,853.77,292358,2,55725,81052,35632,47.6,6.31,360111
01237,2139,872,-1.67,2.45,54.8,1015.21,214693,2.4,68479,96408,39461,47,10.02,330631
01238,5777,2512,-1.41,2.23,56.6,657.28,238626,2.1,60946,82547,37411,46.4,6.18,344117
01240,4953,2268,-1.01,2.07,62.5,758.71,292144,1.8,57581,72270,35587,54.2,5.94,242432
01242,408,166,-0.7,2.46,58.4,621.18,357802,1.8,97211,117889,47538,48.7,12.4,363693
01243,210,92,2.03,2.28,56.9,631,233558,2.4,72787,84352,37099,50.5,5.4,258979
01245,893,395,-0.56,2.16,59.4,792.03,361332,2.3,59949,78940,36120,53.5,8.74,229972
01247,15827,6740,-2.24,2.19,53.7,581.11,160421,1.8,45021,57641,25441,41.7,1.68,240962
01252,0,0,,,,,,,,,,,,
01253,684,302,-3.04,2.26,56.6,740.47,286877,2.4,77438,94985,41937,49.5,18.18,226436
01254,949,420,-0.18,2.24,59.9,713.66,372601,2.4,91918,127896,57175,53.6,18.02,337405
01255,917,381,-2.61,2.28,57.4,743.75,261898,2.4,67130,78907,34780,50.8,8.66,222953
01256,710,304,-0.46,2.31,55.7,689.34,185544,2.2,60258,72118,30986,47.2,3.32,237851
01257,2414,1069,-2.53,2.25,57.7,746.96,312265,2.2,61753,85923,38513,49.7,6.4,217340
01258,839,385,-1.55,2.16,60.6,737.78,372529,2.2,65387,82859,38502,55.1,5.92,330017
01259,726,296,-0.49,2.37,58.2,951.99,369384,2.5,72329,94298,41144,48.6,8.26,331587
01260,0,0,,,,,,,,,,,,
01262,739,361,-1.03,1.82,59.5,734,336575,1.8,38760,59009,28916,52.9,3.8,213322
01264,132,56,-1.83,2.24,61.3,998,419423,2.3,87061,131123,56961,57.4,15.4,405360
01266,1393,641,-2.55,2.14,59.7,937.05,378077,2.1,77285,102671,48486,54.4,11.03,339583
01267,7973,2684,-1.93,2.15,58.9,854.45,294199,1.9,82297,115895,40769,43.6,12.14,418060
01270,692,286,-0.49,2.4,55.5,518.04,227614,2.4,83488,93019,38290,47.9,8.38,225463
01301,18360,8225,-0.47,2.16,54.3,698.15,183603,1.9,58536,68048,31589,43.6,2.85,228070
01302,0,0,,,,,,,,,,,,
01330,1520,654,-0.56,2.32,57.1,635.41,282116,2.5,78020,88022,38600,49.4,8.03,218234
01331,11608,4574,2.05,2.5,53.4,629.69,173017,2.1,63280,73212,29197,41.3,2.58,304041
01337,2236,931,-0.26,2.4,56.6,922.54,225065,2.4,62604,79601,33308,48.4,3.31,407534
01338,306,127,0.1,2.42,56.5,839.69,206771,2.2,80910,88943,37420,47.8,8.23,214823
01339,1380,588,-0.86,2.32,57.3,574,218504,2.3,63998,79045,34224,48.4,4.07,339123
01340,1635,673,-1.56,2.42,56.1,664.08,204742,2.3,64443,85044,35202,48,5.87,346319
01341,1860,759,-0.99,2.46,56.1,692.64,283978,2.5,85151,94731,39051,47.6,8.54,244478
01342,1328,450,0.84,2.43,56.8,471.66,285938,2.3,88166,102851,47551,46.1,10.81,274634
01343,230,94,0,2.43,54,1018.69,203875,2.2,57014,67679,28082,46.7,2.86,272251
01344,1745,726,0.81,2.39,55.4,699.54,193239,2.2,62383,71736,30295,43.9,2.57,254101
01346,269,115,-1.65,2.36,56.9,511.91,212401,2.3,61194,75928,32420,48.5,4.53,264290
01347,358,152,-0.61,2.35,53.4,711.38,200590,2.4,61671,71228,30273,43.9,1.36,235065
01349,760,327,-0.47,2.34,51.5,850.19,191529,2.4,63635,70609,30165,42.1,0.91,241419
01350,57,25,0.98,2.27,57.3,558,211400,2.3,57390,75143,32868,47.7,2.6,530776
01351,2084,898,-0.91,2.32,55.1,652.19,240911,2.4,64346,73525,31952,46,1.79,243135
01354,1410,546,1.24,2.34,57.2,693.26,209495,2.4,76434,88762,38229,47.9,5.79,273457
01355,765,314,0.46,2.44,54.4,1018.59,233622,2.4,73060,87968,36041,46.1,4.27,388626
01360,2937,1194,-0.97,2.43,55.9,606.06,243805,2.3,74937,87436,36160,45.9,6.21,275125
01364,7841,3180,-1.12,2.44,55.4,540.55,151278,2.1,53066,60659,25123,43.5,1.27,217641
01366,1232,494,2.24,2.43,56.1,676.71,277661,2.5,76955,87145,35177,47.2,7.19,242020
01367,530,235,0.85,2.27,57.3,561.52,212809,2.3,57686,75445,33024,47.7,2.64,538626
01368,1360,533,1.86,2.54,54,594.39,183566,2.4,71887,81118,31303,43.6,3.23,245666
01370,4007,1757,-0.09,2.23,57.2,734.84,241245,2.2,66640,79156,35766,48.2,4.25,255755
01373,5217,2203,-0.86,2.32,54.8,712.84,286683,2.3,72097,90000,38788,45.8,5.47,358751
01375,3755,1670,0.47,2.22,44.2,912.04,293130,2.2,65331,88114,39320,33.4,8.31,284187
01376,5226,2322,-0.71,2.19,54.5,635.97,187108,1.9,49637,63938,29166,42.2,2.5,357495
01378,726,301,0.58,2.42,56.3,805.6,190897,2.2,68766,75864,31434,47,2.7,223654
01379,695,322,0.32,2.16,56,787.92,197960,2.2,61436,78934,35808,47.1,2.54,505017
01380,100,47,0.26,2.16,55.8,812.57,202820,2.2,63924,79472,35572,47.2,3.05,426538
01420,40474,15184,1.56,2.51,51.1,763.11,194729,1.9,59125,70372,27565,35.9,3.58,216951
01430,5551,1981,2.43,2.75,52.8,552.66,233666,2.4,97497,111405,39970,41.2,9.45,323896
01431,3062,1108,4.07,2.78,52.8,1135.02,262567,2.7,87637,99458,35842,43.1,7.93,259620
01432,7647,3179,5.28,2.35,51,963.11,321947,2.2,81160,97701,40908,39.6,10.44,276038
01434,1273,145,4.18,2.46,52,1215.37,343163,2.3,99016,105644,29675,35.7,10.22,250132
01436,3170,1163,2.46,2.6,54.1,848.75,201368,2.4,79245,92037,34739,43.1,3.15,350481
01438,0,0,,,,,,,,,,,,
01440,21537,8667,1.6,2.34,52.9,670.31,184975,2,58577,71505,29851,41.2,3.77,269189
01441,0,0,,,,,,,,,,,,
01450,10168,3573,4.65,2.79,52.9,885.75,442747,2.6,134595,153001,54327,42.5,29.13,289008
01451,5185,1873,2.56,2.75,56,1243.57,596850,2.6,164221,181707,65012,46.7,37.27,304884
01452,4414,1573,2.03,2.79,52.6,1129.06,250889,2.6,91189,100552,36080,42.1,11.02,239807
01453,42138,17230,1.57,2.42,52.2,814.84,228836,2.1,71406,82022,34111,40.1,5.38,275454
01460,9427,3483,5.51,2.66,53.4,1000.28,394501,2.4,119576,131497,49534,43.4,21.9,278674
01462,10375,3918,2.56,2.63,55.4,556.9,290031,2.5,95197,106273,40142,44.5,11.15,256453
01463,12154,4430,5.5,2.74,52.9,1005.87,320541,2.5,104489,119486,43760,42.2,15.24,277104
01464,7841,2523,4.04,2.52,52.9,1047.79,269813,2.3,83580,92617,32568,40.6,9.73,228268
01468,4690,1662,2.75,2.76,52.2,949.01,218335,2.4,80084,85151,30425,41.8,3.78,236497
01469,6973,2530,5.51,2.74,52.8,770.5,271878,2.5,96543,107799,39537,41.5,9.41,281211
01471,0,0,,,,,,,,,,,,
01472,0,0,,,,,,,,,,,,
01473,7566,2803,2.43,2.68,54,808.25,255853,2.5,91975,102022,37954,43.5,6.5,285712
01474,2357,860,4.4,2.75,52.8,788.63,280898,2.6,94860,106339,38922,42.6,11.37,233519
01475,10458,3883,2.98,2.63,52.2,606.24,202120,2.3,73234,84586,31641,39.4,4.42,284881
01501,16048,6411,2.39,2.46,55.5,684.58,241155,2.3,83520,96884,39187,44.4,8.28,273671
01503,2937,1151,0.86,2.55,55.8,877.19,388979,2.6,107320,129095,50586,46.9,16.92,298404
01504,9050,3402,1.38,2.65,51.5,742.78,271339,2.4,85516,97561,37109,40,8.72,271401
01505,3767,1457,2.81,2.57,54.3,1051.34,369163,2.5,121997,141684,54944,44.6,25.61,259268
01506,3441,1393,2.75,2.46,55.8,992.69,181756,2.2,69876,82143,33547,45.4,3.67,395098
01507,13530,4811,1.41,2.78,52,925.95,300640,2.5,102692,111459,40034,41.4,12.57,242903
01509,0,0,,,,,,,,,,,,
01510,14039,5930,2.86,2.35,51.7,796.03,250221,2.1,75800,86584,37198,39.7,5.27,264015
01515,1887,710,3.35,2.64,53.9,893.38,221059,2.5,75610,91144,34617,42.5,9.46,220440
01516,8442,3025,1.88,2.78,51.1,763.39,273553,2.6,92192,107863,38552,39.6,9.66,299141
01518,3527,1370,2.38,2.56,53.1,415.29,264876,2.3,94046,103375,40691,41.1,13.66,261547
01519,6944,2597,2.95,2.65,51.9,780.59,359180,2.4,111215,123274,46885,41.3,19.39,255100
01520,13564,5020,2.99,2.68,54.9,755.33,292561,2.4,111753,127417,47092,43.4,16.76,278721
01521,2447,984,0.72,2.49,52.9,784.63,225028,2.5,82787,92597,37160,43.6,6.41,237896
01522,3470,1258,3.23,2.74,52.7,757.35,263544,2.4,92503,114692,41581,41.4,12.55,301235
01523,7400,2200,1.64,2.64,53.6,840.08,302748,2.5,90279,116207,41074,39.1,12.94,345075
01524,7208,2651,1.16,2.62,54.5,660.59,245083,2.4,80450,100236,37680,41.1,8.52,315488
01526,0,0,,,,,,,,,,,,
01527,13252,5195,2.01,2.48,53.7,892.72,270454,2.3,84513,99421,39814,42.8,8.91,270171
01529,3302,1141,2.82,2.9,49.7,947.09,261613,2.5,84319,94937,32908,37.9,9.75,222966
01531,938,353,2.32,2.69,53.6,740.11,262329,2.4,91866,105035,39106,43.1,10.67,268492
01532,14906,5415,2.41,2.72,53.2,1116.31,357204,2.4,115557,139296,50736,42.6,21.13,307116
01534,6137,2284,1.43,2.62,52,703.82,275141,2.3,83491,105337,39131,41.2,10.72,276666
01535,5124,2032,1.67,2.51,53.4,616.41,219733,2.1,69408,82787,32985,41.6,4.31,383706
01536,7345,2925,3.22,2.49,52,848.93,319491,2.4,102014,111885,44663,41.4,13.99,224234
01537,2298,997,2.7,2.3,52.7,880.98,212221,2.2,79925,96038,42575,41.7,6.99,292615
01538,0,0,,,,,,,,,,,,
01540,11360,4254,2.19,2.65,53.2,611.53,245989,2.2,74287,89303,33958,41.1,8.48,260579
01541,3459,1288,2.7,2.67,55.9,866.85,366115,2.6,122810,129962,48484,47.1,20.75,247643
01542,1882,703,1.33,2.65,53.3,711.94,237945,2.3,81657,97181,37332,40.7,8.36,315669
01543,8308,2897,3.16,2.84,51.7,685.6,257483,2.5,96390,107853,38345,39.8,11.62,243584
01545,36399,13739,2.05,2.62,51.9,1024.8,355116,2.2,103970,117427,44672,40.3,15.6,269427
01546,0,0,,,,,,,,,,,,
01550,17685,7216,1.43,2.42,52,721.59,202935,1.9,58427,68424,28249,38.8,2.53,269147
01560,5199,1997,2.96,2.61,47.2,813.44,323499,2.2,82932,99975,38445,36,12.45,256494
01561,743,285,0.47,2.44,53.1,738,282764,2.5,81585,108542,44371,38.5,8,481205
01562,12575,5058,2.52,2.46,53.3,799.76,239080,2.1,73625,86977,34865,42,7.96,283740
01564,8025,2885,2.56,2.73,54.5,675.29,319543,2.6,115614,128535,46795,44.8,19.98,258570
01566,6301,2461,1.35,2.56,54.4,717.93,282986,2.2,91463,105238,41275,43.2,14.38,236871
01568,7658,2791,2.65,2.73,52.7,888.77,386383,2.5,122265,127889,47559,41.2,23.69,254538
01569,14087,5309,2.38,2.65,52.7,907.05,288343,2.4,93432,104288,39630,41.6,10.78,257251
01570,17796,7456,2.21,2.34,52.4,654.65,247942,2,64857,75010,31624,41.2,5.4,281810
01571,11841,4235,2.54,2.6,52.4,733.47,252070,2.4,83472,93186,33897,37.7,7.23,240694
01581,19671,7424,2.62,2.58,51.4,1149.46,387233,2.1,116572,132513,50359,40.5,21.08,290212
01583,7082,2437,3.01,2.44,56.2,776.26,278820,2.2,86510,101564,37801,45.9,10.63,238740
01585,5542,2194,2.95,2.47,55,669.78,226971,2.2,71707,90132,36769,45.5,6.35,314924
01586,0,0,,,,,,,,,,,,
01588,11030,4156,2.12,2.61,51.7,772.65,282427,2.3,77492,97548,37339,39.5,8.25,306952
01590,8580,3070,3.03,2.79,53.7,837.81,373226,2.6,127518,141811,50716,42.9,25.89,253431
01601,0,0,,,,,,,,,,,,
01602,23647,9048,1.81,2.48,53.6,928.68,229694,2,77749,93475,37098,40.1,7.74,312628
01603,20858,7838,2.38,2.61,50.2,686.04,199462,1.7,52534,62753,24256,36.4,2.53,236271
01604,36519,14923,1.93,2.41,49.2,879.38,218999,1.8,60552,75223,31947,36.7,3.7,331288
01605,27226,10533,1.95,2.46,50,809.46,220301,1.7,53098,70111,28408,35.4,4.43,318277
01606,20545,8394,1.79,2.4,50.9,838.13,217594,1.9,72323,86359,35864,38.3,6.66,258102
01607,10520,3596,1.76,2.4,48.8,731.95,197794,1.8,53214,67779,28157,34.5,3.01,293469
01608,4135,1575,2.07,2.42,47.1,643.22,216284,1.4,34502,47489,19335,31,2.88,283472
01609,21917,7604,2.07,2.38,48.5,725.87,214849,1.6,51729,72079,28614,34.9,6.65,251947
01610,22593,7538,1.76,2.7,44.9,750.17,180685,1.4,37288,50323,19339,31.1,1.7,311842
01611,2075,759,1.87,2.69,52.1,734.65,216935,2.3,81494,101387,38141,39.2,6.19,399474
01612,4583,1470,2.83,2.75,55.7,1096.05,280408,2.5,115349,118912,40593,38.4,15.38,234666
01613,817,329,1.98,1.84,39.4,875,111259,1.1,36860,45375,22702,33.1,0.2,243750
01614,0,0,,,,,,,,,,,,
01653,0,0,,,,,,,,,,,,
01701,33259,12932,4.45,2.51,54.2,1095.87,356501,2.2,103739,119155,46736,43.8,15.25,285962
01702,38183,14416,4.41,2.44,47.3,980.97,322877,1.9,67078,83356,34889,36.1,7.12,281272
01703,0,0,,,,,,,,,,,,
01704,0,0,,,,,,,,,,,,
01718,2,0,,,,,,,,,,,,
01719,5038,1959,5.14,2.57,51.3,937.6,440630,2.3,131721,155039,61268,43,29.4,317588
01720,22206,8261,4.82,2.66,51.9,1133.16,494218,2.3,132527,153919,57427,41.8,28.54,301284
01721,16854,6462,5.59,2.6,52,1091.94,368277,2.4,114984,132710,51205,40.7,19.82,308798
01730,13525,5217,5.33,2.51,55.1,1396.8,532229,2.4,124491,142373,56074,45.7,27.75,279093
01731,1764,523,5.71,3.35,41,1844.47,108443,2.4,94802,117500,35719,28.1,9.15,585219
01740,4777,1642,1.9,2.9,53.3,1066.6,487672,2.6,155523,165644,57060,43.1,35.14,295667
01741,4435,1560,3.85,2.85,55.7,1504.79,732338,2.7,181329,216678,75715,47.1,44.06,359056
01742,17813,6542,4.71,2.47,58.7,1443.74,701979,2.3,150437,193301,74211,48.4,35.69,373023
01745,428,178,3.53,2.39,54.8,590.98,437722,2.5,103592,125157,49829,45.5,16.64,359267
01746,13662,4956,5.51,2.74,53.8,1064.56,395582,2.5,122074,137264,49862,43.2,23.37,275106
01747,5884,2207,2.98,2.63,55,1029.4,329502,2.4,110901,119679,46244,43,15.75,269244
01748,16162,5414,5.6,2.96,51.4,1254.16,481200,2.5,143691,169548,57180,40.2,31.85,315181
01749,20417,7992,4.72,2.54,53,1037.17,311947,2.2,90143,104051,40723,41.7,11.49,313346
01752,41607,16545,4.89,2.47,49.9,1011.73,310000,2,86074,105956,42564,39,11.58,323906
01754,10855,4512,5.15,2.4,52.5,882.4,328205,2.2,97069,107816,45325,42,11.57,290250
01756,5674,1972,2.87,2.87,53.1,733.67,359971,2.6,109563,125566,43912,42.3,17.64,266578
01757,29333,11384,2.37,2.56,51.7,1011.28,291790,2.1,77944,93807,36519,39.2,9.64,280457
01760,34265,13853,4.88,2.45,52.4,1017.38,417455,2.2,108560,134186,55004,41.7,19.5,321760
01770,4039,1424,5.77,2.84,55.3,1783.69,697437,2.7,179890,207649,72566,46.2,44.68,339908
01772,9903,3363,2.88,2.9,52.9,1001.22,498258,2.6,150524,176817,60558,41.7,33.71,333469
01773,5419,2132,5.46,2.53,58.3,1502.41,817660,2.4,160125,164879,65415,49.7,37.6,268815
01775,7011,2584,5.79,2.71,54.4,1380.09,424920,2.5,130404,144386,53474,44.4,27.95,265359
01776,18855,6208,4.31,3,53.9,1007.24,634328,2.6,191542,207276,68348,43.1,48.48,312362
01778,14072,5190,5.36,2.69,56.4,991.2,597643,2.4,145172,186126,68858,46.1,33.56,356869
01784,0,0,,,,,,,,,,,,
01801,40862,16531,5.3,2.45,52.1,1096.15,361799,2.2,88715,102719,42112,41.4,9.39,287949
01803,25606,9679,4.87,2.64,53.4,1452.19,403631,2.3,104563,120025,45613,42.2,15.83,278576
01805,0,0,,,,,,,,,,,,
01810,32857,11668,4.38,2.7,53.7,1064.45,516133,2.4,135610,160199,57648,42.7,29.9,316001
01812,0,0,,,,,,,,,,,,
01821,32170,11518,4.37,2.79,52.2,1130.39,331743,2.4,102776,114191,41160,40.5,11.1,283362
01822,0,0,,,,,,,,,,,,
01824,25656,9795,4.63,2.61,54.7,1104,338420,2.3,114020,129094,49349,44.4,18.62,291310
01826,30259,11236,4.6,2.69,51.9,1036.24,280775,2.3,86800,96664,35858,40.4,8.38,253961
01827,2614,889,6,2.91,52.6,857.15,419956,2.6,126463,142765,48972,42.6,23.75,286599
01830,26062,10423,3.46,2.41,52.2,833.77,252379,2,69252,83059,34695,41.5,5.76,275574
01831,0,0,,,,,,,,,,,,
01832,22530,8794,3.9,2.54,49.9,946.88,243816,2,70253,83922,33542,37.6,6.87,258118
01833,7608,2743,3.78,2.77,53.3,1191.91,398853,2.5,118472,134934,48313,42.3,20.47,286348
01834,6460,2346,3.9,2.75,54.7,890.29,359876,2.5,107557,126415,45823,44.1,14.91,300946
01835,14059,5494,2.91,2.52,51.2,893.17,275557,2.2,84832,96049,37799,38.8,7.62,256962
01840,5061,2326,2.73,2.15,52.2,612.7,184906,1.1,26629,40099,18953,38.8,2.26,203148
01841,48408,14757,3.51,3.23,47.6,798.24,216201,1.6,41577,53590,17318,31.9,2.48,158995
01842,0,0,,,,,,,,,,,,
01843,25090,8942,3.22,2.8,48.1,868.65,236240,1.7,52887,66208,24523,33.2,3.86,257705
01844,49420,18278,4.15,2.68,52.9,855.41,277416,2.1,80164,92642,35054,40.2,8.13,249959
01845,28783,10605,4.22,2.63,53,1363.23,425756,2.2,118770,136250,49958,40.5,22.27,273821
01850,16364,5761,4.25,2.76,47,853.41,207822,2,65370,77929,28449,32.9,4.71,254371
01851,31172,10371,4.3,2.99,47.1,901.36,240700,2,66016,77029,26408,33.4,4.84,269912
01852,35688,14294,4.7,2.44,49.8,858.64,238926,1.8,65140,79333,32731,36.6,6.42,260168
01853,0,0,,,,,,,,,,,,
01854,28536,9993,4.37,2.56,48,746.34,221865,1.8,58699,72379,28716,34.8,4.2,285513
01860,6555,2487,4.9,2.62,54.5,993.68,306025,2.4,88567,113277,43313,44.1,10.85,371549
01862,9991,3244,4.76,2.76,52.2,1012.4,333677,2.4,99765,111082,38754,41.3,9.55,289317
01863,9739,4125,4.86,2.36,54,1011.52,302291,2.1,92941,109164,46508,42.4,12.06,279188
01864,15747,5720,5.32,2.72,52.2,1002.06,417673,2.5,116637,130008,47597,41.9,18.5,274910
