ZIP_Code,zip5_pop,zip5_HH,pop_growth,hh_avg_size,hh_med_age,med_rent,med_value,med_vehicles,med_income,avg_income,percap_income,pop_med_age,income_200k,high_inc_avg
82227,73,33,-3.42,2.18,57.5,268.6,167125,2.5,51585,68729,31398,48.2,4.57,220009
82229,60,25,0.38,2.39,54.3,731.76,269980,2.8,75774,91984,38534,46.9,12.47,220369
82240,10489,4175,2.16,2.28,55.8,508.15,132242,2.5,52695,67097,29434,43.9,2.59,284138
82242,23,11,-2.28,2.18,57,316.8,150694,2.6,48598,65065,29674,50.2,4.24,246194
82243,435,159,3.31,2.44,55.7,490,151541,2.9,45291,55685,23099,43.6,3.1,220475
82244,524,192,3.31,2.44,55.7,490,152012,2.9,45437,55894,23181,43.7,3.1,220400
82301,9426,3778,0.32,2.47,49.6,679.94,136432,2.5,73201,82085,33463,35.8,3.71,261043
82310,0,0,,,,,,,,,,,,
82321,1071,277,0.59,2.4,53.2,702,178935,2.9,61176,73257,24898,36.2,3.9,256165
82322,0,0,,,,,,,,,,,,
82323,643,166,0.59,2.4,53.2,702,179282,2.9,61064,73129,24848,36.2,3.9,254557
82324,0,0,,,,,,,,,,,,
82325,1102,525,0.52,2.1,58.9,502,186741,2.7,72391,73488,34956,52.6,2.7,234830
82327,1328,560,-0.38,2.37,57.5,530.91,99734,2.6,57794,64614,27374,45.8,1.15,236730
82329,348,147,1.11,2.37,57.7,484.71,113339,2.6,51525,65705,28061,45.6,2.14,265197
82331,1996,934,-1.78,2.11,57.3,639.98,150986,2.7,64550,76935,36206,49.9,2.79,445828
82336,0,0,,,,,,,,,,,,
82401,7423,3031,-2.4,2.4,54.3,447.94,166316,2.4,58276,74008,30876,41.7,4.4,340220
82410,1482,591,3.08,2.33,58.5,418.36,156564,2.4,57960,71378,30536,48.4,6.43,221141
82411,801,277,2.72,2.89,55.6,403.89,138531,2.4,63889,72349,26431,38.8,1.61,388474
82412,0,0,,,,,,,,,,,,
82414,15942,7028,3.69,2.23,55.8,645.22,224317,2.6,60260,73917,33543,46.9,3.21,276595
82420,0,0,,,,,,,,,,,,
82421,968,366,3.41,2.63,55.8,431.51,111850,2.9,56395,66749,25216,41.7,1.88,270582
82423,0,0,,,,,,,,,,,,
82426,2732,1135,2.52,2.4,55,419.16,97835,2.4,56230,68970,29411,42.7,1.03,1109798
82428,325,140,1.12,2.31,58.8,434,153625,2.4,60241,73584,31830,50.1,5.7,218236
82430,144,64,0.92,2.12,60.6,458.27,179876,2.5,58519,72458,32633,54.1,4.22,303681
82431,4538,1722,3.15,2.6,55,410.77,132927,2.9,60831,79168,31133,39.5,5.31,344941
82432,263,107,2.74,2.33,58.6,425.31,155266,2.4,58977,72385,31137,49.2,6.11,219127
82433,806,370,3.63,2.19,58.4,469.85,215084,2.7,64478,94585,42738,51.2,5.84,520401
82434,311,118,3.37,2.61,55.3,416.06,101061,2.9,52622,63483,24583,40.7,1.32,305363
82435,12281,4908,2.98,2.34,53.5,442.21,191950,2.7,60815,83654,35114,40.1,3.38,430370
82440,0,0,,,,,,,,,,,,
82441,628,268,1.58,2.34,58.3,438.53,153321,2.4,61826,73999,31775,49.1,4.99,265698
82442,950,392,-1.01,2.45,56.4,522.98,232156,2.7,56434,74015,30251,45.6,5.2,273225
82443,4725,2143,0.41,2.16,58.2,453.66,141202,2.2,52250,62212,28675,49.8,3.14,250978
82450,0,0,,,,,,,,,,,,
82501,19315,7402,1.46,2.52,53.8,556.35,168432,2.4,52343,66948,26951,38.6,2.98,294503
82510,1341,347,2.55,3.87,53.2,233.07,116369,2.7,45791,55302,14727,28.9,1.63,268901
82512,80,28,-0.21,2.77,56.6,432.59,141469,2.4,31078,50557,17883,39.7,3.21,391831
82513,2357,1102,1.92,2.14,58.2,478.11,239254,2.4,46587,62010,29777,50.6,3.67,256343
82514,1728,446,2.5,3.86,51.1,203.01,74367,2.4,36761,44127,12787,29,0.07,38365
82515,0,0,,,,,,,,,,,,
82516,294,106,0.45,2.78,55.8,404.21,156024,2.5,45644,60603,20069,38,3.93,341846
82520,12933,5201,1.65,2.44,55,509.02,212966,2.5,60529,70926,30106,43,3.52,251246
82523,834,329,1.87,2.52,54.6,667.71,153611,2.9,61875,82470,32447,44.1,3.74,478791
82601,29193,11922,8.95,2.36,49.1,783.05,166991,2.3,63483,75272,31062,36.6,4.15,260995
82602,0,0,,,,,,,,,,,,
82604,28905,11427,9.19,2.47,51.2,748.72,186435,2.7,74649,89265,35591,38.9,6.25,332090
82605,0,0,,,,,,,,,,,,
82609,17993,7612,8.75,2.35,50.5,779.73,218198,2.4,72244,90807,38457,37.9,8.05,287252
82630,28,12,9.71,2.32,55.9,534,293489,3,88618,108172,44405,45.7,14.9,252864
82633,10251,4220,2.32,2.4,50.6,566.45,190109,2.5,67347,80303,33842,39.2,4.01,328195
82636,4798,1831,8.68,2.59,48.4,634.19,191875,2.7,74832,86311,33033,36.9,6.1,323323
82637,3703,1529,2.47,2.41,54.3,702.3,194420,2.8,75023,82859,34327,42.9,4.85,236766
82638,32,14,7.95,2.33,55.7,540.45,259987,2.9,84199,100807,41744,45.5,12.46,246194
82639,974,413,0.5,2.34,54.2,601.52,244561,2.9,69914,89000,37926,47.1,5.72,388590
82640,0,0,,,,,,,,,,,,
82642,142,61,2.1,2.34,55.5,553.69,154952,2.7,68175,75326,32748,45.6,4.26,224406
82643,0,0,,,,,,,,,,,,
82644,1343,608,10.22,2.21,53.1,601,92259,2.4,40925,47146,21299,42.4,0.3,227714
82646,46,20,9.71,2.32,56.3,526.11,303061,3,87726,108008,44804,46.4,15,250009
82649,1793,711,2.02,2.53,54.4,544.66,155948,2.7,67962,80043,32241,42.4,4.31,322462
82701,5868,2486,0.26,2.26,53.4,569.07,144602,2.7,61883,72520,31322,42.6,3.19,234859
82710,191,81,3.41,2.32,56.7,462.96,178219,2.7,64852,73533,31242,47.1,2.87,325661
82711,104,45,3.63,2.31,56.4,452.99,179240,2.7,66374,74872,32007,46.7,2.76,326822
82712,159,67,2.57,2.37,58.3,452.98,122211,2.6,51737,63062,27348,48.9,1.1,442155
82714,80,32,3.77,2.55,56.1,589.15,248078,2.7,76478,82223,33042,45.8,5.83,236948
82715,6,2,-0.11,2.24,55.7,656,160304,3,69749,82509,33693,46.5,5.9,234420
82716,19667,7651,4.33,2.55,45.1,735.92,156631,2.6,76187,90372,35370,33.4,4.94,330145
82718,26272,9496,5.6,2.74,44.1,992.51,216952,2.7,95995,111036,40311,32,8.97,336923
82720,962,415,3.63,2.32,56.4,455.33,182670,2.7,66819,75203,32068,46.8,2.89,318431
82721,3272,1271,3.79,2.57,52.7,677.51,221690,2.7,74399,79516,30983,39.3,4.6,220052
82723,454,174,-0.11,2.24,55.2,619.93,159314,3,69360,81899,33638,45.7,5.87,239143
82725,214,80,5.62,2.64,47.9,0,181251,2.7,85067,104522,38721,36.2,7.31,328295
82727,2032,735,5.1,2.75,45.5,745.78,199778,2.8,98134,113237,41341,33.4,10.29,368034
82729,2488,1079,1.71,2.27,58.2,490.35,130135,2.6,52750,67148,29906,49.2,1.62,504453
82730,894,375,1.62,2.37,53.8,543.46,158451,3,68778,80609,33523,43.4,5.79,252731
82731,195,71,5.06,2.79,47.6,423.32,157426,2.7,89702,112909,40915,35.7,5.53,498362
82801,25778,11072,3.53,2.25,53.1,681.42,222492,2.4,62016,73788,32101,42.3,3.75,293278
82831,273,113,3.33,2.42,53.3,568.22,273194,2.8,73019,85369,35529,45.6,6.07,270639
82832,1250,561,4.06,2.22,57.6,653.29,350435,2.8,63847,83400,36932,51.2,8.19,265278
82833,0,0,,,,,,,,,,,,
82834,7426,3308,0.39,2.22,55.3,651.01,213714,2.5,64455,75693,33981,45.8,4.05,310146
82835,435,181,3.42,2.39,54.2,709.57,283583,2.8,73913,83626,34900,46.9,5.41,256653
82836,1139,475,4.56,2.39,54.2,611,238280,2.7,67920,74175,30608,46.7,1.6,332753
82838,205,85,4.56,2.39,53.7,613.77,234697,2.7,66645,75153,30538,45.7,1.86,380586
82839,1313,458,3.69,2.61,51.1,626.54,217006,2.7,60867,79952,30303,41.6,3.33,484436
82840,0,0,,,,,,,,,,,,
82842,0,0,,,,,,,,,,,,
82844,31,13,4.56,2.39,53,617,230727,2.7,65270,76207,30466,44.7,2.2,418491
82901,29924,11265,2.95,2.6,48,839.17,155460,2.6,81900,94199,36262,34,6.44,272847
82902,0,0,,,,,,,,,,,,
82922,8,3,-2.34,2.48,49.8,1040,281502,2.7,93157,107950,43398,39.4,14.8,239579
82923,2819,1109,-1.79,2.53,47.6,1181.99,266361,2.7,93605,105927,42155,36.1,11.33,230832
82925,224,89,-2.34,2.48,50.2,1012.75,284157,2.7,93076,108317,43627,40,15.39,240745
82930,14861,5459,-1.03,2.68,47.8,517.87,186741,2.5,70278,85821,32357,34.5,5.18,330886
82932,1371,551,4.41,2.5,52.6,480.95,134019,3.6,96072,105519,42350,40.4,12.3,213091
82933,1374,513,-0.28,2.67,50.8,541.93,182967,2.9,75101,80478,29770,38.1,3.19,232179
82934,0,0,,,,,,,,,,,,
82935,13824,5150,3.12,2.68,50.1,813.71,174710,2.8,81792,92818,34884,35.8,5.19,277328
82937,4708,1688,-0.54,2.79,49.3,598.46,164498,2.9,76785,81835,29329,34.7,5.25,228158
82941,2740,1099,-2.29,2.48,48.1,1147.74,269968,2.7,93521,106366,42427,36.9,12.08,233432
82945,0,0,,,,,,,,,,,,
83001,18132,7496,8.53,2.39,45,1023.56,656880,2.4,82267,104823,44254,36.6,9.92,385657
83002,0,0,,,,,,,,,,,,
83011,608,307,7.04,1.88,53.1,431,678571,2.5,68561,74845,39056,48.3,0,0
83014,3602,1578,7.92,2.25,50.6,1664.27,869471,2.4,84953,97624,43801,41.3,14.65,214244
83025,0,0,,,,,,,,,,,,
83101,5782,2308,2.62,2.48,52.8,572.19,167681,2.9,77017,85350,35002,40,4.85,229032
83110,4691,1643,3.85,2.84,52.7,524.64,206019,2.9,78414,82657,29325,34.8,3.05,231609
83111,703,233,4.12,3,52.3,540.4,218298,2.9,66512,82866,27929,34.1,7.95,266698
83112,302,115,1.46,2.63,53.5,670.2,208959,2.7,62402,67343,25657,39.2,2.27,246875
83113,3767,1331,-3.05,2.49,48.8,748.12,265309,3.3,93417,104430,44849,39.9,8.01,275014
83114,152,52,3.19,2.9,55.1,419.57,166995,3,60790,64554,22544,34.9,0.7,232570
83115,439,164,-2.46,2.43,50.9,647.3,304795,3.3,94885,106975,43301,43.5,8.99,281021
83116,0,0,,,,,,,,,,,,
83118,542,214,4.01,2.52,50.5,949.12,250665,2.7,80586,82694,33297,39.9,2.38,239261
83119,0,0,,,,,,,,,,,,
83120,348,139,4.02,2.54,53,737.61,242259,2.7,69062,80637,31337,40.1,6.68,247076
83122,512,170,4.14,3,52.3,539.85,218378,2.9,66453,83045,27946,34.1,8.09,266842
83126,148,50,3.32,3.01,54.2,385.49,222414,2.9,92284,95328,32061,36.5,3.5,219910
83127,4437,1752,3.21,2.53,53.9,581.89,228569,2.7,64918,77527,29929,40.1,6.58,246739
83128,1100,438,4.01,2.51,50.3,945.16,250931,2.7,84281,85848,35221,40.4,1.91,235848
83201,36508,13798,0.63,2.59,45.5,633.08,136514,2.2,52439,64187,24414,31.6,2.33,289070
83202,23605,8079,0.6,2.92,50,507.56,137999,2.5,57129,66319,22769,32.6,2.21,251517
83204,18827,7232,0.69,2.48,48.2,647.81,134460,2.2,54570,67249,26471,35.3,2.65,302874
83205,0,0,,,,,,,,,,,,
83206,0,0,,,,,,,,,,,,
83209,0,0,,,,,,,,,,,,
83210,3005,957,-0.91,3.14,51.1,340.53,105989,2.6,41346,57542,18375,31.9,1.01,1587850
83211,6123,2043,-2.43,2.98,50.3,336.03,140201,2.7,46770,56221,19115,31.7,1.23,216434
83212,176,57,-3.85,2.93,55.2,462.38,127193,2.8,50822,73579,25668,38.2,2.76,587428
83213,1472,584,-10.41,2.51,54.1,498.16,99600,2.7,41909,57221,23759,42,2.26,259091
83214,667,213,1.17,3.15,56.5,550.05,132639,3.1,58501,64788,21709,38.2,0.86,224839
83217,812,285,-2.58,2.86,57.3,234.02,100024,2.7,65104,74119,26759,39,1.48,263426
83220,238,92,-0.41,2.61,57.3,561.81,145914,2.8,51153,63505,24164,45.2,1.71,229193
83221,26975,9051,-0.77,2.95,51.5,479.42,136657,2.6,54692,64968,22110,32.6,2.68,214704
83223,152,60,-1.18,2.54,59.5,483,227622,2.8,56540,64797,25273,49.8,0.8,233362
83226,2755,1260,-5.56,2.18,55.9,395.99,151406,2.6,56611,63127,29641,48.1,0.76,203836
83227,0,0,,,,,,,,,,,,
83228,475,145,1.83,3.37,52.3,528,158078,2.7,46276,68749,21067,31.4,2.42,641128
83232,415,125,1.88,3.38,52.3,535.5,158697,2.7,47522,69709,21215,31.2,2.44,652943
83233,0,0,,,,,,,,,,,,
83234,1320,499,0.77,2.66,58.5,544.03,98269,3.1,48273,59398,21673,43.1,0.87,239780
83235,28,12,-5.9,2.26,55.6,377,165458,2.6,55515,64009,28439,47,1.1,234252
83236,2830,932,-0.21,3.02,53.4,410.8,128172,2.9,61125,68259,22698,35.3,1.34,475417
83237,1296,406,3.29,3.16,50.1,472.52,167904,2.8,65168,75209,23754,30.4,3.75,236414
83238,170,65,1.49,2.58,57.4,341.65,130635,2.4,42339,52475,20145,43.8,1.45,231264
83239,0,0,,,,,,,,,,,,
83241,1857,665,-2.17,2.76,55.3,364.39,122704,2.7,56220,63950,23154,38.1,1,144823
83243,103,38,-1.7,2.77,55,412.13,117101,2.6,52298,56678,20496,42,0.6,234105
83244,343,137,-8.87,2.48,56.9,409.52,115059,2.7,43565,59550,24146,44,3.4,234565
83245,1995,678,0.61,2.92,53.2,594.77,163936,2.9,74535,85095,29063,37.9,4.8,242497
83246,1124,492,1.63,2.27,58.1,656.71,173707,3.1,60853,70618,30604,49.5,0.29,237280
83250,1704,619,0.11,2.76,57.4,475.47,163129,3.1,65911,71613,25879,42.8,0.53,238301
83251,1186,506,-5,2.34,58.4,303.92,163680,2.6,48572,58469,25115,50.2,0.62,267876
83252,4086,1463,-2.33,2.74,55.4,393.94,119672,2.6,47001,57082,20792,40.2,0.94,407337
83253,214,107,-3.4,1.94,60.8,454.84,165178,2.8,33919,51030,25104,54.5,3.63,273150
83254,4313,1651,-0.03,2.59,54.7,484.41,111649,2.5,41234,51657,20074,39.4,0.75,148601
83255,957,368,-8.1,2.58,56.5,371.54,124777,2.7,53871,63205,25035,45.9,2.05,232303
83256,0,0,,,,,,,,,,,,
83261,0,0,,,,,,,,,,,,
83262,1272,405,-1.18,3.13,51.9,13.96,131618,2.8,63727,73428,23242,32.6,3.33,311390
83263,9431,3072,2.01,3.04,52.2,469.38,165332,2.8,54186,64653,21979,33.1,2.17,272007
83271,481,164,-3.85,2.93,55.6,445.63,127833,2.8,49645,76178,26194,37.5,3.38,587428
83272,210,83,-1.18,2.54,60.5,399.49,266556,2.8,60144,65737,25880,52,0.4,240342
83274,9352,3010,-0.98,3.1,50.3,478.32,154732,2.7,58183,65896,21369,32.3,1.08,196397
83276,4660,1799,-0.75,2.55,54.3,280.25,104291,2.7,61828,69082,26709,39.8,2.51,217615
83277,72,25,-2.65,2.94,52.9,255.25,161644,2.6,50880,69065,22581,36.5,3.04,473028
83283,122,40,1.05,3.05,55.9,508.44,207918,2.7,48063,57947,18901,37.2,0.55,510852
83285,62,25,0.73,2.44,55.7,515.36,199003,2.7,65756,82791,31633,42.8,6.12,353294
83286,1317,401,2.77,3.3,51.2,530.51,154157,2.7,58320,78824,24371,31.1,4.04,510401
83287,402,153,-1.18,2.54,60.1,432.08,252440,2.8,58791,65328,25630,51.1,0.57,236808
83301,54980,20727,5.21,2.6,49.6,647.19,151480,2.4,51635,60361,23278,35.3,2.54,249106
83302,103,36,5.89,2.84,52.5,579.12,165440,3.2,55210,68194,23730,39.2,2.96,232870
83303,0,0,,,,,,,,,,,,
83311,122,42,1.46,2.91,53,430,146901,3.3,51174,62691,21338,37.5,1.3,234842
83312,206,71,1.46,2.91,53.1,423,143146,3.3,51170,63550,21317,36.4,1.8,234218
83313,4758,1839,1.08,2.59,50.8,786.74,361844,2.5,56158,77136,30128,38.4,4.58,358378
83314,942,340,-0.62,2.8,51.9,333.44,143440,2.5,42575,60611,21188,35.8,2.99,441321
83316,10276,3945,5.57,2.6,54.8,518.26,147040,2.6,48122,65421,25292,40.6,2.85,346466
83318,18450,6243,2.75,2.9,50.2,408.5,121554,2.5,47455,60830,21161,34.1,2.36,254626
83320,1000,344,1.62,2.92,54.1,573.59,230140,2.5,61131,67198,23427,35.6,1.52,434365
83321,506,192,6.34,2.62,53.9,536.89,158155,2.8,42959,67173,25408,38.6,2.29,813535
83323,2005,644,2.88,3.09,49.8,440.08,154409,2.9,54377,62445,20116,33.2,1.03,369518
83324,950,298,2.02,3.21,54.1,594.31,113470,2.6,49507,57477,17988,30.9,0.83,259929
83325,864,320,0.77,2.74,53.5,412.9,121534,2.7,50927,70985,25389,36,4.56,364773
83327,1034,454,-7.43,2.28,53.3,607,163333,2.7,50240,62555,27466,45.9,4,221929
83328,5461,2032,5.81,2.67,52.7,549.54,146798,2.6,48531,54139,20459,37.9,0.57,160953
83330,6283,2329,-2.87,2.7,51.9,413.46,108640,2.5,40689,54102,20343,34.6,2.56,193906
83332,2275,947,-1.45,2.42,57.8,454.97,166024,2.7,43232,59904,24821,47.5,1.41,810651
83333,13058,5266,0.78,2.42,51.9,874.52,517430,2.4,74456,101878,42595,40.9,8.23,382941
83334,2208,742,6.24,2.97,50.1,547.91,132477,2.6,47728,56436,18998,33.5,0.99,127750
83335,1764,609,2.53,2.91,52.4,398.97,118073,2.7,47958,62282,21651,34.4,2.69,378049
83336,5600,2018,1.58,2.77,52.6,491.24,116808,2.7,46562,58721,21194,36.5,1.5,374736
83338,20177,6713,2.04,2.99,50.3,567.77,144466,2.5,46296,57028,19295,32,1.21,265654
83340,2757,1423,0.88,1.94,52.9,850.98,738582,2.3,61075,101428,51773,44.7,9.06,658915
83341,6823,2327,6.3,2.91,49.8,563.33,169948,2.7,57018,65760,22521,35.2,2.07,220868
83342,1298,411,3.52,3.14,52.7,408.35,137587,3.3,50358,65347,21166,33.6,2.91,243950
83343,0,0,,,,,,,,,,,,
83344,1099,329,4.82,3.28,46.9,544.65,123628,2.6,54048,71526,21901,30.4,2.31,662368
83346,1414,439,3.84,3.25,51.3,457.12,145342,3.1,57712,78337,24137,33.3,4.35,528435
83347,3261,1157,2.11,2.82,53.2,340.92,114518,2.8,53626,66027,23655,35.8,2.7,385030
83349,1147,369,2.09,3.07,49.3,407.59,148427,2.6,49259,58580,19061,32.5,1.03,230144
83350,11834,4233,1.28,2.78,53.9,404.75,109206,2.7,49360,59529,21405,36.8,2.42,351448
83352,3225,1058,2.6,3.03,50.4,541.98,137421,2.6,46342,59611,20031,32.6,2.14,332457
83353,0,0,,,,,,,,,,,,
83355,5420,1763,-2.43,3.05,49.7,549.49,137894,2.7,47032,56046,18680,31.5,1.37,240671
83401,40257,13625,4.53,2.91,48.1,645.75,143610,2.5,57004,69235,23839,31.3,3.06,238034
83402,26679,9775,4.12,2.69,49.7,568.55,137729,2.3,55998,68848,25355,33.2,3.62,233212
83404,22188,8194,4.62,2.69,53.1,726.77,177217,2.4,72099,89079,32528,37.4,8.05,291197
83405,0,0,,,,,,,,,,,,
83406,16924,5566,4.73,3.01,50.3,741.71,194451,2.4,70143,80934,26980,31.8,5.25,249257
83414,720,324,9.19,2.21,56.5,888.72,901002,2.5,101703,147945,67638,49.1,18.33,427945
83420,2899,1074,-3.76,2.68,54.4,453.09,164397,2.6,51975,70515,26710,40.2,1.94,466389
83421,0,0,,,,,,,,,,,,
83422,2662,958,1.94,2.74,46.8,714.58,245737,2.5,57140,89400,32722,33.1,1.9,1395175
83423,705,249,-12.02,2.83,50.4,322,100610,2.4,46719,63578,22542,33.8,4.3,234159
83424,754,270,1.84,2.79,51.5,601.76,171635,2.5,74880,82442,29560,36.8,9.29,212563
83425,488,149,2.97,3.31,49.4,404.95,110912,2.5,47953,78818,23568,29.4,1.38,1587181
83427,1664,502,5.14,3.3,52,759.12,231421,2.8,77712,92744,28003,34.3,5.52,272237
83428,583,245,3.68,2.38,57.9,530.48,218264,2.8,62390,78040,31596,47.5,6.22,243039
83429,747,335,-2.08,2.24,59.2,500,277679,2.4,59397,71061,31729,53.6,4.2,226124
83431,755,250,2.03,3.04,52,310.33,157362,2.9,62235,70901,23504,35,2.17,219306
83433,88,39,-2.08,2.24,59.2,500,277679,2.4,59397,71061,31729,53.6,4.2,226124
83434,1793,601,3.27,2.99,52.5,434.87,143515,2.9,59983,68832,23014,34.9,1,282961
83435,504,148,3.24,3.34,49.1,415.24,110086,2.5,48661,78018,23197,29.2,1.32,1583028
83436,188,59,1.66,3.23,45.7,628,195600,2.5,70677,81683,26177,30.8,7.46,262227
83438,0,0,,,,,,,,,,,,
83440,35433,10034,1,3.43,36,596.71,165402,2.3,43564,57398,16946,24.3,2.5,266179
83442,19813,6143,3.84,3.21,48.1,590.97,166986,2.7,63827,72971,22774,30.6,2.49,231492
83443,1250,439,3.99,2.84,52.4,535.87,150368,2.8,55647,78723,26955,35.4,4.88,364325
83444,1570,482,2.55,3.23,51,198.94,136462,2.5,48629,72192,22406,31.4,2.2,755373
83445,7744,2400,-2.6,3.05,50,430.36,136028,2.6,49637,63458,20917,30.9,2.75,267269
83446,159,56,-12.02,2.83,50.4,322,100610,2.4,46719,63578,22542,33.8,4.3,234159
83448,2757,794,0.98,3.43,49.1,498.03,172521,2.7,60131,68855,20071,27.8,1.61,269498
83449,408,171,3.68,2.38,58,528,215715,2.8,61815,77021,31555,48,6.1,235436
83450,1302,380,3.91,3.43,48.1,437.81,108928,2.5,51114,74864,21895,28.6,1.17,1481119
83451,903,305,-1.67,2.97,51.7,476.42,129523,2.6,43675,56988,19171,32.6,1.2,434977
83452,1763,640,1.9,2.79,50.4,588.86,190492,2.5,65018,75912,27244,36.2,4.13,140145
83454,0,0,,,,,,,,,,,,
83455,5118,1815,2.02,2.8,43.8,752.61,213550,2.5,68936,77733,27801,32.2,3.11,224617
83460,0,0,,,,,,,,,,,,
83462,361,172,-2.17,2.02,60,324.83,182148,2.3,33146,59361,29266,55.1,4.82,321739
83463,85,39,-2.21,2.03,59.7,328.04,174805,2.3,33460,58819,28809,54.1,4.24,335665
83464,584,256,-1.62,2.32,58.8,363.96,204790,2.8,41396,61031,26777,48.5,1.13,918202
83466,353,166,-2.21,2.03,59.8,332.11,178703,2.3,33843,58817,28820,54.4,4.34,321033
83467,6118,2750,-2.52,2.2,58.4,419.65,162857,2.4,44260,63505,28789,49.3,2.75,499626
83469,40,19,-2.6,2.16,58.6,434,160844,2.2,43745,53040,24049,49.4,0.5,239306
83501,35535,14798,2.5,2.34,52.6,551.6,170169,2.4,54448,65890,28185,41.5,2.2,269925
83520,192,84,-1.74,2.29,62.5,609.03,113736,2.5,45608,51616,23279,51.2,1.01,207291
83522,2150,719,-0.83,2.5,55.6,407.11,148141,2.6,52056,61578,23287,41.8,1.04,262729
83523,795,348,2.35,2.26,55.4,369.66,116022,2.7,57468,63802,29004,49.4,0.32,224494
83524,1206,452,1.64,2.65,55.8,433.76,127798,2.6,45092,59212,23066,42.9,2.33,490119
83525,406,213,0.99,1.93,61,436.35,134597,2.7,25014,33262,16867,56.2,0.01,871
83526,394,146,0.6,2.71,56.1,613.13,164549,2.7,57442,67858,25315,42.4,1.5,597641
83530,5337,2277,-0.27,2.29,57.6,405.61,127790,2.5,44146,50206,21890,47.3,0.1,81371
83533,237,88,0.62,2.71,56.2,601.95,167400,2.7,58512,68694,25650,42.2,1.56,608948
83535,792,348,4.22,2.24,57.1,667.92,118223,2.7,54366,62586,27980,49,0.41,309365
83536,1741,789,0.6,2.2,56.6,456.95,117481,2.3,37359,44493,20324,49.1,0.11,119524
83537,1081,491,3.52,2.18,59.4,389,157100,2.8,57046,70456,32240,51.9,2.47,362491
83539,4028,1717,-0.61,2.33,60.6,500.14,144802,2.7,38461,49778,22353,52.2,2.13,144265
83540,1808,688,1.78,2.64,55.6,475.69,140006,2.6,46785,63759,23509,40.5,1.92,786695
83541,1028,458,0.69,2.22,59.9,525.75,154348,2.6,49464,61535,27827,54.1,3.25,212172
83542,131,66,0.29,1.96,60.6,519,225806,2.6,42722,53537,27249,56.3,2.3,230763
83543,703,285,2.62,2.41,55.6,392.86,110054,2.7,52524,60184,24993,48.4,1.58,227830
83544,6384,2615,-1.9,2.2,60,624.28,148082,2.5,49896,64245,27734,49.9,3.42,326017
83545,519,227,1.59,2.24,58.3,497.53,147092,2.6,53102,63422,28413,53.1,2.53,217063
83546,531,250,-3.78,2.12,59.9,384.98,81823,2.7,50443,58562,27629,53.7,0.8,223045
83547,272,138,0.29,1.96,60.6,519,225806,2.6,42722,53537,27249,56.3,2.3,230763
83548,123,52,1.78,2.27,57.1,444.35,127457,2.7,49724,56756,26966,50.7,0.83,96648
83549,942,477,0.29,1.96,60.6,519,225806,2.6,42722,53537,27249,56.3,2.3,230763
83552,1824,787,0.47,2.32,60.6,483.1,174684,2.6,45545,53738,23526,52.6,1.7,231821
83553,984,428,-4.27,2.33,59.6,296.45,115356,2.7,45107,54784,23615,50.5,0.68,243460
83554,425,191,-0.37,2.23,59.5,256.88,134592,2.5,50548,54375,24408,51.2,0.23,23547
83555,571,236,2.34,2.24,57,381.75,121746,2.7,45505,50343,26623,51,0,0
83602,26,10,-2.02,2.49,58.3,573.1,168993,2.4,45321,59776,25164,48.5,1.2,631439
83604,1293,448,-2.72,2.88,53.5,312.63,124892,2.8,42581,49912,18268,37,0.39,100921
83605,36015,12095,8.18,2.85,50.6,579.47,98046,2.2,43228,53674,19025,32.3,1.58,300631
83606,0,0,,,,,,,,,,,,
83607,30756,9959,8.28,3.08,49.7,616.07,153268,2.7,55222,67263,22052,34.2,2.2,703467
83610,899,400,-2.53,2.21,61,485.28,179367,2.6,41747,53263,23992,54.9,3.01,218333
83611,1801,836,0.92,2.13,59.3,431.58,170921,2.5,56261,65624,31177,54.1,3.4,218779
83612,1681,750,-2.79,2.22,60,410.92,131862,2.5,41233,56278,25419,52.5,1.51,521642
83615,1323,590,1.22,2.24,57.1,481.5,213062,2.5,60318,68881,31222,51.3,3.89,221750
83616,25414,9023,10.16,2.82,52.6,909.84,296051,2.5,89483,113422,39920,40.3,12.57,324192
83617,15860,6227,1.25,2.53,57.4,670.8,148052,2.6,46055,57856,23007,43.5,1.21,204743
83619,7335,2651,2.23,2.78,53.3,694.48,142638,2.5,53156,61043,21881,36.2,1.87,269454
83622,1581,681,-2.62,2.23,59.7,563.85,205964,2.4,42889,55174,24976,52.9,1.11,297017
83623,1310,548,-6,2.36,60,397.26,128599,2.2,37808,56006,23495,44.4,1.33,891748
83624,780,303,-0.76,2.53,55.3,343.79,124684,2.8,39649,59445,23517,39.3,1.09,692866
83626,1644,579,8.59,2.84,55.3,508.75,147874,2.9,56502,65236,22867,40.5,2.03,261230
83627,665,255,-4.83,2.63,57.2,431.97,234492,2.2,44146,75231,29606,44,4.59,547635
83628,4578,1557,-0.72,2.9,52.2,439.7,102179,2.4,40802,48671,16982,34.8,0.77,255867
83629,1158,454,-1.74,2.49,57.4,590.27,155553,2.4,48655,63517,25602,46.3,1.3,711100
83630,0,0,,,,,,,,,,,,
83631,1313,550,-2.14,2.38,57.7,459.61,176375,2.4,40927,56541,23894,47.6,1.89,506233
83632,460,217,-2.59,2.13,61.1,476.18,160205,2.5,40176,53561,24652,55.1,1.42,386322
83633,453,175,-4.98,2.63,58.1,426.18,223083,2.2,42423,73174,29164,44.6,4.41,609389
