ZIP_Code,zip5_HH,charity,church,education,political,assets,savings,checking,USbond,securities,coll_tuition,elem_HS,other_gift
32503,13385,208.6,713.1,47.9,7.9,60363.3,10564.2,16885,381.8,33071.9,816.1,131.4,443.9
32504,9922,223.7,711.9,49.6,8.8,60898.4,11294.7,15536.6,395.8,34068.8,852.7,139.6,494.9
32505,11290,112.7,642.6,22.8,4.4,27102.2,7173.9,5295.2,213.3,14942.8,611.4,85.4,324.6
32506,14196,185.7,679.5,39.4,7.3,47854,10190.1,10883.8,323.5,26881.7,815.7,130.6,457.9
32507,12473,215.5,691.9,48.2,8.3,60269.8,10948.3,15774.4,389.6,33633.8,838.5,139.4,461.8
32508,288,208.8,668.1,51.7,6.6,69573.7,11589.5,19352.3,381.3,38561.6,1019.1,184.6,368.4
32509,0,,,,,,,,,,,,
32511,0,,,,,,,,,,,,
32513,0,,,,,,,,,,,,
32514,16673,204.1,677.4,45.3,8,57114.3,10761.2,14410,371.9,31991.3,839.5,129.1,457.1
32516,0,,,,,,,,,,,,
32520,0,,,,,,,,,,,,
32522,0,,,,,,,,,,,,
32523,0,,,,,,,,,,,,
32524,0,,,,,,,,,,,,
32526,14298,230.6,756.7,51.3,8.9,61350.4,11549.7,15605.2,405.6,34168.4,870.2,157.6,499
32530,0,,,,,,,,,,,,
32531,2440,302.7,808.1,71.7,11.1,87119.6,12840.2,26456.2,520.3,48103.4,955.8,193.8,552.7
32533,9831,253.8,798,57.8,9.8,67835.2,11932.3,17988.9,445.6,37865.1,879.3,176.1,511.5
32534,6097,192.8,721.7,42.4,7.4,50747,9840.9,12651.1,347.1,28392.7,744.8,130.5,430.8
32535,1838,176.6,716.7,37.1,7.6,38618.3,8444.7,7733,277.1,22446.4,655.2,117.1,437.4
32536,8138,216.1,741.9,48.8,8.2,57888,11045.5,14644.3,389.1,32170.8,869.5,169.2,447.7
32539,9394,225.5,739.1,50,8.5,59221.2,11153.8,14752.9,399.5,33301.3,855.1,166.1,478.5
32540,0,,,,,,,,,,,,
32541,7370,293.3,769.9,69.2,10.8,87856.2,13783.5,25676,523.3,48426.6,1016.2,182.8,549.4
32542,954,150.1,584.2,33.5,5.6,40980.3,9315.5,7773.4,262.8,24023.3,738.8,143.8,384.4
32544,378,129.6,597.3,30.3,4.2,34531.7,8541.3,5536.9,221,20530.9,725.3,176.2,309
32547,14519,206.2,682.4,45.3,7.9,56590.3,10932.8,14109.6,363.7,31592.4,861.1,138.3,471.8
32548,10150,216.6,704.2,47.6,8.5,58806.5,11232.7,14752,378.6,32839.8,871.9,137.9,497.9
32549,0,,,,,,,,,,,,
32550,3422,310.3,779.7,73.2,11.8,93016.3,14049.6,27961.4,550.2,51111.7,992.8,174.3,595.4
32560,0,,,,,,,,,,,,
32561,3581,373.7,852.7,92.4,13.7,119366.6,16190,38684.7,676,64809.1,1155,223.8,629
32562,0,,,,,,,,,,,,
32563,9402,313.6,809.9,74.9,11.4,94319,14406.9,28327.8,567.6,51700.9,1055.6,211.8,561.8
32564,1147,275.4,770,62.7,10.4,74972.2,11998.8,21100.9,469.4,41977.6,893,174.8,536.7
32565,2182,250.1,776.5,54.9,10.2,59029.2,11021.6,13695.3,392.6,34157.8,816.2,172.4,543.3
32566,13500,277.3,795,65.6,10.2,80413.1,13394.5,22899.8,498.2,44036.8,1022.4,207.6,511.8
32567,1717,219.3,742.7,46,9.1,49492.8,10027.7,10477,350.1,28862,749.2,143.2,510.7
32568,1190,259.5,801.9,58.1,10.7,64750.4,11465.4,16424.4,422.1,36766.4,832.2,165.8,546.8
32569,4969,239.9,734.4,53.9,8.8,67615.1,12257.5,18253.5,426.5,37088.1,970.8,163.6,504
32570,11873,222.7,735.3,48.5,8.7,56119.7,11019.7,13017.6,382.5,32034,805.7,155,495.9
32571,11370,288.4,808.6,67.3,10.8,80512.5,13295,22371.5,505.5,44784.4,975.8,207.9,542.7
32572,0,,,,,,,,,,,,
32577,1868,250.3,804.5,55.4,10.4,61042.8,11423.9,14565.7,411.7,34892.6,820,165.3,536.5
32578,13427,342.4,845.7,83.6,12.5,105867,15408.4,33186.1,610.8,57409.3,1142.5,220,595.6
32579,4525,289,788.3,67.4,10.8,84406,13692.6,24710.4,501.8,46108.2,1034.9,183.3,571.6
32580,1669,262.4,748.2,59.2,10.3,72822.1,12689.1,19579.7,443.2,40521.5,960.2,160.9,568.5
32583,9029,236.4,757.6,51.8,9.2,59197,11265.2,14063.1,405.7,33772.6,827.9,165.7,505.9
32588,0,,,,,,,,,,,,
32601,8474,125.3,498.4,24.6,4.6,36849,8171.4,7858.9,237.8,21102.7,899.2,73.9,344.8
32603,1961,138.3,442.7,27.6,5,44168.1,9150.2,10250.4,248.1,25365.4,1138.6,75.6,382.3
32604,0,,,,,,,,,,,,
32605,10210,297.6,780.6,70.4,10.8,91094.7,14053,27822.7,528.4,49238.2,1107.4,185,565
32606,10575,274.6,753.2,64.1,9.9,83846.2,13889.8,24830.1,485.9,45095.7,1105.5,182.2,557.3
32607,13496,169.2,567.7,36.9,5.9,52061.6,9810.1,13862.7,310.3,28606.1,985.1,111.5,388.3
32608,20961,190.8,593.1,42.1,6.7,58676.6,10974.2,16129,340.9,31805.3,1104.2,123.2,442.4
32609,7851,141.5,654.1,29.6,5.6,35505.4,8092.4,7584.1,264.3,19975.1,665.6,100.8,357.5
32610,0,,,,,,,,,,,,
32611,0,,,,,,,,,,,,
32614,0,,,,,,,,,,,,
32615,5876,249.1,786.6,57.1,9.4,68759.5,11858.3,18914.1,442.1,37979.8,900.4,171.8,496.8
32617,1369,214.4,744.9,46.8,8.6,53269.7,10314,12531.7,369.6,30435.6,775.6,147.7,472.9
32618,2877,257.7,791.3,58.9,9.8,70776.2,12204.6,19626.7,452.8,38876.5,945.3,179.8,513.7
32619,1843,251.1,756.4,55.2,9.9,62271.9,10835.5,16045.7,406,35470.6,807.6,156.2,538.5
32621,1892,199.5,707.2,41.3,8.2,44535.8,9373.4,9068.9,334.6,26126.2,722.1,139.2,475.8
32622,558,240.4,790.9,53.1,9.7,57704.2,10641.1,13871.3,383.9,33060,787.8,164,526.1
32625,1018,252.4,745,55.1,10.1,62863.7,10856.7,16241.2,410.8,35918.6,787.2,142.7,558.5
32626,3206,206,707.3,43.2,8.7,46895.8,9542.2,10039.4,332.4,27338.1,707.4,130.8,501.3
32627,0,,,,,,,,,,,,
32628,1663,208.4,727.4,44.6,8.5,49287.1,9668,11145.3,342.1,28419,733.2,141,476.9
32631,79,241.9,764.3,51.3,9.6,57947.7,10850.7,13650.3,400,33389.9,799.3,144.9,538.2
32635,0,,,,,,,,,,,,
32640,4520,212.8,751.6,45.6,8.4,51545.8,9865.7,12317.3,360.7,29407.4,721.7,131.6,485.9
32641,4997,87.5,674.1,18.4,3.6,19949.2,5787.2,4006.3,177,10586.1,516.1,75.5,249.5
32643,4545,238.8,772.9,52.7,9.5,59558.6,11082.7,14654.3,409.1,33773.4,815,163.4,504.3
32648,395,240.5,775.7,49.8,10,52203.8,10140.6,10821.3,358.1,31053.2,700.1,126.2,587.4
32653,6003,284.9,802.2,67,10.5,84294.1,13662.4,25161.9,504.8,45358.5,1070.9,190.5,543.9
32656,5797,250.7,761.7,55.2,10,62971.5,11379.6,15579.2,424.5,35975.2,815.2,167.5,538.5
32664,187,234.5,768.8,52.5,9.3,62911.9,11116.2,16544.6,415.6,35211.2,785.1,142.1,499.6
32666,2466,243.7,769.3,53.7,9.7,61242.2,10984.1,15396.1,409.8,34874.8,793.6,152,532.7
32667,1918,258.4,794.3,59.2,9.9,71984.5,12056.1,20294.4,453.8,39592.8,907.8,162.1,522.1
32668,2125,249.7,771,54.6,10,61680,11276.8,15102.9,421.7,35264.4,806.3,159.8,537.9
32669,4596,268.6,801.9,62.1,10.1,74044.6,12459.6,20701.9,471.2,40838.4,955.5,190.4,517.5
32680,3996,215.9,718.8,43.7,8.8,46306.1,9583.9,9281.4,342.8,27406.4,697.7,131.9,524.9
32686,2057,209.6,766.4,47.1,8.1,55731.1,10108.4,14782.7,372.6,30917.1,760.3,134.8,448.2
32693,4349,215.6,720.9,44.9,8.9,48210.2,9891,9969.3,346.5,28271.5,740.5,145.1,504.1
32694,756,246.9,772.2,56.2,9.8,66375.3,11272.6,17990.3,426.6,37128.5,844.3,155,502.9
32696,4686,202.7,729.2,43.3,8.2,48355.3,9732.7,10949.6,345.2,27692.5,735.1,138.1,471.3
32701,10312,209.3,684,46.1,8.2,57962.3,11064.6,14396.1,382.2,32503.1,810.7,132.3,473.6
32702,1479,253.2,728.6,56.4,10.4,66890.3,11554,17468.9,426.8,38087,774.2,142.4,579
32703,17495,202.9,730.4,45.4,7.6,55138.7,10674.6,14098.4,371.4,30390.4,835.9,156.6,434.7
32704,0,,,,,,,,,,,,
32706,0,,,,,,,,,,,,
32707,15248,233.4,726.8,51.4,9.1,62840,11908.5,15678.1,422,35219.2,885.3,158.3,503.7
32708,17362,310.7,812.6,74.2,11.2,94761.8,14586.3,28795.2,572.7,51452.2,1078.6,208.5,557.9
32709,982,284.7,808.6,66.1,10.4,80425.8,13428.8,22916.2,497.8,43961.5,1058.7,210.9,531
32710,0,,,,,,,,,,,,
32712,16338,269.9,817.3,63.2,9.9,77226.1,13042.3,22234.6,487.8,41944.5,998.7,198.9,516.3
32713,8431,263.3,793,58.5,10.7,67649.8,12386,16906,452.9,38258.9,861.3,170.6,564
32714,15470,205.8,683.9,45.5,7.8,57572,11188.7,14285.4,378.7,32066.3,850.6,143.8,453.4
32715,0,,,,,,,,,,,,
32716,0,,,,,,,,,,,,
32720,11947,221.1,723.7,48.6,9.1,57194.9,10899.7,13869,386.1,32453.7,785.8,142.6,499.1
32721,0,,,,,,,,,,,,
32723,0,,,,,,,,,,,,
32724,13597,232.9,731.9,51,9.6,59732.2,11179.7,14578,398.5,33993.5,801.7,146.8,527
32725,16886,219.7,745.7,47.4,8.7,54130.4,10925.5,12318.7,389.5,30908.1,778.6,157.7,495.6
32726,8691,212.1,720,46.7,8.7,54983.3,10532.5,13419.2,371.7,31118.9,752.4,137.8,488.3
32728,0,,,,,,,,,,,,
32730,2373,192.9,657.6,41.8,7.6,52884.8,10370.1,12638.3,355.8,29961.1,774.9,126.8,444.7
32732,2047,283.7,807,64.3,10.5,76946.4,12928.2,21135.8,501.4,42934.4,958.7,191.9,545.7
32733,0,,,,,,,,,,,,
32735,1863,279.2,815.8,63.4,11.5,71504.4,12460.5,18790.6,463.2,40243.3,845.6,173,591.7
32736,3695,280.5,801.8,64.6,10.7,76469.5,12641.3,21269.1,488.4,42598.6,935.3,192.2,541
32738,15404,224.2,765.8,49.8,8.6,57783,11202.2,13910,413.1,32647.3,820.6,176.1,465.7
32739,0,,,,,,,,,,,,
32744,1393,224.4,758,48.2,9,54960.2,10724.5,12533.9,385.5,31649.1,774.5,149,508.4
32746,15714,310.9,799.2,74.2,10.7,97880.4,15242.8,30335.4,568.7,52265,1184.7,213.7,562.4
32747,0,,,,,,,,,,,,
32750,9410,277.9,795.8,63.5,10.6,77898,13671.3,21122.4,499.7,43044.7,999.3,194,563.2
32751,9587,305,792.8,74.3,11.1,96208.9,14098.2,30388.8,558.8,51941.9,1061.1,193.3,544.1
32752,0,,,,,,,,,,,,
32753,0,,,,,,,,,,,,
32754,4675,262.3,796.3,58.3,10.6,66339.1,11756.1,16900.7,437.7,37594.2,843.9,163.6,549.9
32756,0,,,,,,,,,,,,
32757,10363,233.6,735,51.8,9.6,61318.3,11311.6,15446.9,402.8,34661.4,804.5,145.5,528
32759,1327,242.9,765.5,52,10.3,57459.4,10782.8,13478,385.7,33165.7,758.7,131.9,563.9
32762,0,,,,,,,,,,,,
32763,9379,211.6,695.7,44.6,9,51099.1,10479.3,10999.3,363.1,29683.4,722.4,131.5,522.5
32764,1419,276.8,804.9,62.5,10.9,73642.2,12694.5,19560.5,485.8,41311.7,910.7,181.3,547.3
32765,21515,294.2,789.8,70.3,10.4,91113.5,14341.6,27600.1,540.1,49164.1,1145.4,209.3,530.2
32766,5138,356.5,881.9,88.5,12.2,113492.5,16490,36555.2,660.2,60410.9,1283.4,279.4,563.1
32767,1229,254.6,759.2,56,10.3,63640.4,11380.9,15895.1,425,36314.2,836.8,164.8,539
32768,0,,,,,,,,,,,,
32771,20091,204.1,714.7,47.2,7.3,60406.8,10944.7,16963.4,382.5,32609.5,877.6,149.5,418.2
32772,0,,,,,,,,,,,,
32773,11362,192.7,698,41.5,7.5,49783.5,10438.1,11294.1,351.6,28069.2,807.8,147,438.9
32774,0,,,,,,,,,,,,
32775,0,,,,,,,,,,,,
32776,4035,259,790.9,58.3,10.1,67316.2,12169.8,16937.2,450,38014.5,891.7,189.1,518.5
32777,0,,,,,,,,,,,,
32778,8493,237.7,743.8,51.6,10.1,58096.8,10956.2,14006.8,387.4,33248.2,733.8,133.3,569.1
32779,11662,376,873.6,92.6,13,121377.6,17004.4,39719.1,690.8,64748.8,1268.6,244.1,623.2
32780,15971,234.2,739.1,51.7,9.6,61151.1,11360.3,15220.3,405.8,34585.3,804.8,142.9,525.9
32781,0,,,,,,,,,,,,
32783,0,,,,,,,,,,,,
32784,4598,222.7,731.9,47.2,9.2,52384.6,10440.7,11308.8,367.5,30524.7,759.2,148.6,512.1
32789,11350,334,783.7,82.8,11.7,110542,14927.2,36669.2,620.5,59384.9,1116.1,196.9,565.1
32790,0,,,,,,,,,,,,
32791,0,,,,,,,,,,,,
32792,22574,212.4,653.8,46.9,8.1,61171.3,11209.3,15803.8,386.9,34264.7,906.8,134.8,471.9
32793,0,,,,,,,,,,,,
32794,0,,,,,,,,,,,,
32795,0,,,,,,,,,,,,
32796,8479,236.9,752.7,52.2,9.5,60891,11197.2,15240.1,409.3,34488.8,800.1,149,525.7
32798,1747,224.7,758.5,46.5,10.5,46695.1,9923.2,9265.6,330.6,27615,603.9,106.2,624
32799,0,,,,,,,,,,,,
32801,7890,210.3,593.8,47.7,8.3,66439.2,11682.9,18359.9,394.7,36462.3,906.4,114.7,472.9
32802,0,,,,,,,,,,,,
32803,10534,256.9,688.7,59.7,9.5,79023.9,12858.7,22917,469,43228.2,1005.6,157.4,503.2
32804,8785,286.9,744.2,68.4,10.4,89191.2,13515.2,27273.4,526.4,48533.9,1025,178,524
32805,8612,66.5,601.6,13.8,2.7,16584.9,5373.4,3261.8,150.5,8451.1,497.4,57.4,215.6
32806,12274,267.8,736.3,62.3,10,79457.2,12730.3,23003.6,484.9,43782.1,953.4,168.9,516.6
32807,12194,175.1,628,36.5,6.8,45328.1,9788.5,9743,314.8,25954.1,783.1,123.3,431.1
32808,17211,83.7,637.6,17.1,3.2,20218.5,6210.1,3774.1,177.6,10699.1,546,79.2,251.3
32809,9568,192.4,674,41.9,7.3,51476.3,10208.2,12731.3,342.3,28794.5,808.2,140.3,444.6
32810,13501,169,683.8,37,6.3,46093.5,9626.8,11375.9,315.3,25210.8,797.4,127.8,388.3
32811,15471,92.4,592.5,18.8,3.5,24166.5,6749.2,4518.6,185.2,13268,602.2,76.4,267
32812,15630,220.7,694,49.1,8.4,61449.4,11273.7,15870.7,399,34350.6,860.4,149.2,472.4
32814,3044,361.8,768.2,92.4,11.4,130669.3,17258.4,44996.2,682.4,68395,1416.4,234,534.5
32816,0,,,,,,,,,,,,
32817,13636,211.9,663.3,46.5,7.6,61631.8,11544.9,16135,381.6,34023.1,1020.2,144.6,466.4
32818,16365,117.3,707.1,25,4.3,29645.6,7897.8,6560.7,228.3,15468.5,693.3,108.3,317.8
32819,10241,328.2,825.7,78.6,11,105825,16108.7,34214.9,585,55423.9,1312.2,218.8,600.4
32820,3071,298.5,815,71.2,10.5,89326.9,14049.3,27266.1,533.4,47938.8,1134.6,221.9,528.1
32821,7971,187.2,643.3,38.2,7.3,47029.3,10666.9,9269,318.8,27039.6,841.1,122.1,479.5
32822,22749,176.4,640.8,36.8,6.7,45346.8,9785.6,9817.5,317,25850.7,758.1,125.1,431.8
32824,12848,202.6,722.7,44.2,7.3,53121.7,11196.3,12558.3,364.8,29412,896.3,176.1,450.4
32825,20354,220.5,710.8,49.1,7.9,62078,11826.9,16147.7,396.8,34095.9,969.3,168,468.1
32826,8891,190.6,641.4,40,7.2,50262.5,10471.2,11558,328.9,28310.8,937.3,131.3,464.4
32827,2093,335.7,836.7,82.1,11.4,107684.4,16213.3,34241.9,609.9,56963,1288.8,246.8,555.4
32828,22677,273.3,759.7,65.1,9.1,86227.3,14132.5,26076.2,500.9,45836,1186.3,212.2,495.5
32829,6614,231.2,757.4,51.1,8.8,61831.7,12570,15330.3,402.8,33791.8,1013.9,187.7,509
32830,81,216,666.7,48.6,7.5,63941.2,12209.4,16873.1,383.3,34817.8,1036.2,164.3,462.3
32831,131,266.4,758.1,63.3,8.9,83123.4,13853.9,24692.7,487.3,44345.9,1152.9,208.5,482.4
32832,5583,288.3,796.7,69.2,10,89799,14981.2,26993.1,520.5,47528.2,1226.8,231.5,521.6
32833,3414,264.5,792.1,60.3,9.6,73977.3,13155.1,20433.1,467.8,40333.1,1037.5,200.4,522.8
32835,16874,201.5,674.5,45.5,6.8,61185.5,11603.7,16872.4,368.6,32681.4,994.2,150.8,431
32836,6393,364.8,814.2,88,11.3,124039.8,18244.1,41807.9,640.8,63436.5,1583.4,248.4,637.9
32837,18935,217.1,716.4,47.4,7.8,59936,12363.8,14868.9,377.9,32671.4,1018.7,175.2,494.7
32839,20207,113.9,579.5,23.4,4.3,30206.4,7659.6,6091,216.9,16766.4,671.2,89.5,308.7
32853,0,,,,,,,,,,,,
32854,0,,,,,,,,,,,,
32856,0,,,,,,,,,,,,
32857,0,,,,,,,,,,,,
32858,0,,,,,,,,,,,,
32859,0,,,,,,,,,,,,
32860,0,,,,,,,,,,,,
32861,0,,,,,,,,,,,,
32862,0,,,,,,,,,,,,
32867,0,,,,,,,,,,,,
32868,0,,,,,,,,,,,,
32869,0,,,,,,,,,,,,
32872,0,,,,,,,,,,,,
32887,0,,,,,,,,,,,,
32901,10934,177,641.2,36.7,7.6,44833.8,9651.9,9773.9,307.1,25588,720.4,100,481.8
32902,0,,,,,,,,,,,,
32903,6322,356.9,825.9,87.3,13.1,112834.8,15622.5,36439.4,639.9,61092,1133.1,208.5,629.8
32904,12199,260.2,764.1,58.3,10.3,69679.8,12482,18309.1,444.1,38888.5,904.7,165.5,574.7
32905,10739,187.1,656.5,39.2,7.8,47475.2,9782.6,10678.9,332.3,27180.1,714.7,109.8,473.1
32906,0,,,,,,,,,,,,
32907,15214,216.6,773.5,47.5,8.6,54643,10907.3,13021.4,389.1,30724.3,799.5,156.7,484.2
32908,4236,168.9,696.8,35.7,6.4,41311,9254.5,8472.4,321.1,23652.4,704.3,145.6,389
32909,11445,197.1,748.9,42.4,7.6,48596.6,10257.9,10838,362,27537.7,759.3,153.1,442.1
32911,0,,,,,,,,,,,,
32912,0,,,,,,,,,,,,
32919,0,,,,,,,,,,,,
32920,5693,256.1,693,57.5,10.1,75112.9,12364,20820.3,461.9,42012.8,885.1,133.1,544.3
32922,6685,140.5,621.8,29.3,5.8,36018.4,8024.4,7942,262.1,20333.3,644,92.4,365.9
32923,0,,,,,,,,,,,,
32924,0,,,,,,,,,,,,
32925,329,132.4,606,29.3,4.6,35102.5,8672,5631.4,231.4,20833.4,684.2,153.2,321.1
32926,8353,247.6,770.7,55.5,9.6,66035.6,11610.6,17550,436.5,36944.5,844.9,159.4,514.9
32927,10424,247.5,776.6,54.6,9.8,63274.7,11959.1,15250.5,442.1,35912.2,878.7,180,514.5
32931,7433,289,767.9,65.9,12.2,80158.5,13198.2,21992.6,493.5,44962.2,891.6,151.8,621.5
32932,0,,,,,,,,,,,,
32934,6782,322.5,827.2,76.8,12,96362.1,14581.8,29455.7,568.4,52367.9,1087.6,201.6,599.9
32935,18411,215.8,686.2,46.1,8.6,56425.1,10913.9,13413.1,383.6,32133.5,796.9,133.7,504.4
32936,0,,,,,,,,,,,,
32937,11218,311.1,803.6,72.9,12,90566.9,14108.1,26568.7,544.1,49963.5,998.7,185,610.3
32940,14760,327.8,848.5,77.8,12.6,95989,14989.9,28667.5,571,52343.2,1070.3,206.7,630.8
32941,0,,,,,,,,,,,,
32948,1723,188.3,695.5,40.4,7.4,42965.1,9421.4,8111.9,315.6,25270.6,704.6,175.5,423
32949,888,341.3,870.4,80.8,12.4,100866.7,14771.7,31106.4,613.9,55193.4,1062.2,199.9,602.1
32950,1549,322.1,850.8,76.2,12.2,93795.3,14228.3,28151.2,571.6,51473.6,1034.5,200.7,584.8
32951,5166,333.7,844.6,78.4,13.2,94275.6,14302.6,27933.1,566.1,52224.1,969.9,183.2,656.8
32952,8696,354.2,844.2,85.8,13,109448.5,15533.6,34767.5,631.9,59394.6,1135.1,213.3,629.1
32953,9777,273.4,768.4,63,10.7,77705.4,12792.3,22011.6,481.9,43027.7,935.2,171,557.9
32954,0,,,,,,,,,,,,
32955,14913,275.5,803.9,64.2,10.4,79151,13134.2,22628.4,494.6,43372,958,181.5,540.5
32956,0,,,,,,,,,,,,
32957,0,,,,,,,,,,,,
32958,12020,245.3,768.5,52.9,10.1,59573.8,11351.4,14066.1,409.9,34178.5,765.4,145.1,564.8
32959,0,,,,,,,,,,,,
32960,9857,222.9,667.1,48.9,9,61077.1,10921.5,15982,396.1,34416.4,791.1,125.4,512.9
32961,0,,,,,,,,,,,,
32962,10276,230.2,742.4,50.4,9.4,58423.2,10974.1,14373.5,397.4,33141.8,765.5,142.4,525.1
32963,8109,476.3,964.6,121.6,17.3,155456.1,18618.9,54454.8,823.5,83320.6,1266.4,234.4,773.5
32964,0,,,,,,,,,,,,
32965,0,,,,,,,,,,,,
32966,8435,260.2,763.9,57.3,11.3,64843.3,11659,16237.1,414.3,37046.8,751.9,132.9,627.7
32967,8065,221,745.7,50.8,8.5,60938.6,10792.7,16685.3,397.2,33565.2,790.3,145,466
32968,5110,306.1,831.4,71.5,11.8,85536.3,13770.2,24379.3,534.6,47403.6,980,199.9,578.5
32969,0,,,,,,,,,,,,
32976,5365,242.3,751.9,49.6,11.3,50934.6,10327.4,10610,360,30093.3,621.3,102,648.3
32978,0,,,,,,,,,,,,
33001,210,255.9,756,54.3,10.7,62389.9,11581.9,14626,396.3,36036.7,801.5,120.8,604.6
33002,0,,,,,,,,,,,,
33004,7611,184.7,661.1,40.3,7.3,50715.6,9780,12732.6,336,28360.2,756.4,114.4,425.5
33008,0,,,,,,,,,,,,
33009,20249,219.7,693.1,48.5,9,58992.5,10569.4,15573.5,378,33047.4,764.3,121.4,504.6
33010,15565,174.5,609,35.9,7.3,42954.5,9500.9,8468.8,302.3,25340.7,680.4,116.4,455.7
33011,0,,,,,,,,,,,,
33012,24838,209.4,683.3,44.6,8.8,51194.6,10562.9,11017.8,356.1,29836.8,722.5,138.8,510.7
33013,10819,212.2,695.9,45.4,8.8,50560.3,10370.9,10907.5,352,29504.5,716.9,144.6,513.2
33014,15749,211.2,681.3,46.3,8.3,55771.7,10835.5,13160.4,372,31891.6,807.5,153.6,468.4
33015,21739,212.2,727.3,47.8,8,57270.5,11202.6,13894.4,385.5,32117.4,860.7,176.1,436.7
33016,15187,220.1,709.1,48.3,8.2,57695.8,11071.3,13837.3,399.3,32931.4,790.9,171,468.4
33017,0,,,,,,,,,,,,
33018,13951,257.8,782.2,58.7,9.4,68909.8,12267.6,17895.5,461.8,38768,895.3,210.5,497
33019,9565,332.5,798.9,80.5,12.4,103698.7,14668.6,32836.2,592.9,56447.7,1056.3,186.4,600.3
33020,19117,154.9,617.1,32.5,6,42015.8,8977.9,9423.2,295.8,23743.6,708.4,104.8,373.8
33021,20491,249.2,745.7,57.5,9.6,71580,12068.9,20213.7,445.6,39419.9,895.9,161.6,515.6
33022,455,187.3,587,42.9,6.9,60492.6,10674,16545.7,366.2,33206.2,872,112.4,382.7
33023,20410,122.4,728.1,26.4,4.7,29877.8,7716.5,6272.2,242.3,16158.4,641.4,116.1,309.5
33024,24440,215.2,737.3,47.6,8.2,57356.9,11302.7,14342,384.4,31702.7,894,166.2,471.7
33025,23235,137,718.7,30.3,5.1,36764.5,8828.3,8642.6,263,19347.6,760,122.4,336.6
33026,12061,312.2,847,75.1,11.4,95078.3,14691.1,29323.8,566.4,51004.1,1113.8,212.6,568.4
33027,23521,256,812.5,59.3,9.6,74299.6,13183.3,21757.6,449.2,38927.7,1060.8,187.6,543.7
33028,8287,323,876.4,78.8,10.3,105254.2,16494.3,33994.8,587.7,54148.8,1411.9,260.1,552.5
33029,14200,316.3,900,77.5,10.6,100817.6,15844.4,32145.3,586,52258.8,1336.7,263.7,532.7
33030,9870,175.7,627,39,6.6,48832.6,9436.9,12153.7,324.1,27469.4,766.3,138.7,382.3
33031,1980,323.6,846.9,77.1,11.9,94965.6,14411.3,28561.8,573.3,52043.7,1060.5,219.3,579.3
33032,10244,168.8,701.4,37.6,6.1,44711.1,9363.5,10717.9,317.4,24712,774.1,155.6,359.6
33033,15482,190.5,692.2,42.9,7.1,51719.9,10088.7,12774,349.4,28893.5,799.7,163,398.8
33034,5321,143.9,624.9,30.8,5.7,36547.5,8178.7,7810.2,262.5,20756.2,669.9,123.2,346.3
33035,4886,191.3,692,43.9,7,54403.7,10446.6,13822.7,361.7,30053.3,822.5,161.3,388.7
33036,1618,320.3,783.6,75.8,12.4,95725.1,13987.3,29115.8,558,52841,999.9,166.9,593
33037,5632,314.2,783.8,74.6,11.7,94912.7,13858.1,29124.1,548.6,52159.8,999.1,174.2,582.7
33039,0,,,,,,,,,,,,
33040,15022,242.4,702.2,55.8,9.3,72447.5,12166,19964.9,439.6,40265,894.1,146.2,488
33041,0,,,,,,,,,,,,
33042,3028,340.6,832.1,81.3,13,102190,14925.8,31141.4,590.5,56165.3,1069.4,188.5,608.6
33043,2130,283.7,778.2,64.3,11.3,78775.7,13047.2,21210.1,485.5,44352,937.1,160.1,569.6
33045,0,,,,,,,,,,,,
33050,4703,266.2,735,61,10.2,76326.5,12377.6,21432.4,462.6,42637.2,876,146.8,543.3
33051,0,,,,,,,,,,,,
33052,0,,,,,,,,,,,,
33054,9329,78.9,648.1,16.4,3.2,18197,5702.1,3289.9,167.1,9704.5,506.6,75.5,237.4
33055,12258,169.2,766.6,37,6.6,41072.4,8910.3,9395,308.5,22824.1,688.8,137.2,390.9
33056,11269,70.5,736.7,15.6,2.8,16245.3,5701.5,2999.3,166.3,7810.5,514.5,81,210.4
33060,13735,185.3,681.3,42,7.2,53067.2,9720.1,14384,347.4,29200.7,744.7,123.9,407.3
33061,0,,,,,,,,,,,,
33062,14225,323.9,784.8,77.2,12.6,98610.5,14221.3,30633.6,570.3,54023.6,994.9,166.6,620.7
33063,23634,207.1,730.1,45.2,8.3,54151.4,10785.2,13325.1,368.5,30065.9,806.6,139,487.5
33064,21053,211.9,714.4,48,8,59778.2,10558.5,16353.9,388.2,33064,803.1,143,443.7
33065,18510,194.5,713.1,43.7,7.3,54632.6,10877.2,13972.1,358.2,29800.4,880.7,156.1,428.5
33066,8680,233.8,742.4,50.1,11.1,54985.4,10872.3,12559.1,372.9,31552.9,730.2,123.4,617.2
33067,9398,370.9,883.8,93.1,11.9,125429.4,17358,42348.5,690.4,65628,1406,270.8,572.5
33068,16705,123.9,698.5,26.4,4.7,30637.4,7995.5,6355.2,241,16517.8,679.8,117.1,318.5
33069,11604,172.5,677.3,36.5,7.3,42981,9185.2,9645.7,304,24286.3,678.8,105.4,451.9
33070,2363,300.4,762.3,70.7,11.1,90306.3,13363.2,27245.2,532.8,49930.6,975.7,171.8,554.2
33071,13456,307,831.8,74.2,10.6,96350.9,15017.8,29795.2,564.4,51425.1,1189.6,223.9,533.8
33073,11556,257.8,777,60.8,9.2,76860.9,13180.9,22176.9,464.7,41291.4,1064.6,201.4,487.3
